step	name	num_seqs	file_0
0	SRR1383466_atleast-2.fasta	NA	SRR1383466_meta-pass.tsv
1	SRR1383466_igblast.fmt7	102	SRR1383466_meta-pass.tsv
2	SRR1383466_db-pass.tsv	62	SRR1383466_meta-pass.tsv
3	SRR1383466_quality-pass.tsv	62	SRR1383466_meta-pass.tsv
4	SRR1383466_productive-T.tsv	62	SRR1383466_meta-pass.tsv
5	SRR1383466_junction-pass.tsv	62	SRR1383466_meta-pass.tsv
6	SRR1383466_meta-pass.tsv	62	SRR1383466_meta-pass.tsv
7	SRR1383466_meta-pass_SRR1383466_collapse-pass.tsv	25	SRR1383466_meta-pass.tsv
