step	name	num_seqs	file_0
0	SRR1383468_atleast-2.fasta	NA	SRR1383468_db-pass.tsv
1	SRR1383468_igblast.fmt7	267	SRR1383468_db-pass.tsv
2	SRR1383468_db-pass.tsv	215	SRR1383468_db-pass.tsv
3	SRR1383468_quality-pass.tsv	215	SRR1383468_db-pass.tsv
4	SRR1383468_productive-T.tsv	212	SRR1383468_db-pass.tsv
4	SRR1383468_productive-F.tsv	3	SRR1383468_db-pass.tsv
5	SRR1383468_junction-pass.tsv	212	SRR1383468_db-pass.tsv
6	SRR1383468_meta-pass.tsv	212	SRR1383468_db-pass.tsv
7	SRR1383468_meta-pass_SRR1383468_collapse-pass.tsv	66	SRR1383468_db-pass.tsv
