step	name	num_seqs	file_0
0	SRR1383465_atleast-2.fasta	NA	SRR1383465_igblast.fmt7
1	SRR1383465_igblast.fmt7	3171	SRR1383465_igblast.fmt7
2	SRR1383465_db-pass.tsv	3158	SRR1383465_igblast.fmt7
3	SRR1383465_quality-pass.tsv	3158	SRR1383465_igblast.fmt7
4	SRR1383465_productive-T.tsv	3156	SRR1383465_igblast.fmt7
4	SRR1383465_productive-F.tsv	2	SRR1383465_igblast.fmt7
5	SRR1383465_junction-pass.tsv	3156	SRR1383465_igblast.fmt7
6	SRR1383465_meta-pass.tsv	3156	SRR1383465_igblast.fmt7
7	SRR1383465_meta-pass_SRR1383465_collapse-pass.tsv	1732	SRR1383465_igblast.fmt7
