step	name	num_seqs	file_0
0	SRR1383463_atleast-2.fasta	NA	SRR1383463_meta-pass.tsv
1	SRR1383463_igblast.fmt7	9925	SRR1383463_meta-pass.tsv
2	SRR1383463_db-pass.tsv	9868	SRR1383463_meta-pass.tsv
3	SRR1383463_quality-pass.tsv	9865	SRR1383463_meta-pass.tsv
4	SRR1383463_productive-T.tsv	9854	SRR1383463_meta-pass.tsv
4	SRR1383463_productive-F.tsv	11	SRR1383463_meta-pass.tsv
5	SRR1383463_junction-pass.tsv	9854	SRR1383463_meta-pass.tsv
6	SRR1383463_meta-pass.tsv	9854	SRR1383463_meta-pass.tsv
7	SRR1383463_meta-pass_SRR1383463_collapse-pass.tsv	4764	SRR1383463_meta-pass.tsv
