step	name	num_seqs	file_0
0	SRR1383452_atleast-2.fasta	NA	SRR1383452_db-pass.tsv
1	SRR1383452_igblast.fmt7	2276	SRR1383452_db-pass.tsv
2	SRR1383452_db-pass.tsv	2219	SRR1383452_db-pass.tsv
3	SRR1383452_quality-pass.tsv	2219	SRR1383452_db-pass.tsv
4	SRR1383452_productive-T.tsv	2219	SRR1383452_db-pass.tsv
5	SRR1383452_junction-pass.tsv	2219	SRR1383452_db-pass.tsv
6	SRR1383452_meta-pass.tsv	2219	SRR1383452_db-pass.tsv
7	SRR1383452_meta-pass_SRR1383452_collapse-pass.tsv	900	SRR1383452_db-pass.tsv
