ID	PRIMER	ERROR
SRR1383464.600	20100505_IGHV_left_8	0.0
SRR1383464.1933	20100505_IGHV_left_27	0.6521739130434783
SRR1383464.2487	20100505_IGHV_left_14	0.0
SRR1383464.3553	20100505_IGHV_left_32	0.0
SRR1383464.3711	20100505_IGHV_left_15	0.0
SRR1383464.2080	20100505_IGHV_left_13	0.0
SRR1383464.1422	20100505_IGHV_left_14	0.0
SRR1383464.1776	20100505_IGHV_left_2	0.0
SRR1383464.3821	20100505_IGHV_left_31	0.6153846153846154
SRR1383464.4243	20100505_IGHV_left_2	0.0
SRR1383464.4326	20100505_IGHV_left_32	0.0
SRR1383464.3909	20100505_IGHV_left_10	0.0
SRR1383464.4595	20100505_IGHV_left_17	0.6666666666666667
SRR1383464.4635	20100505_IGHV_left_32	0.0
SRR1383464.4549	20100505_IGHV_left_33	0.0
SRR1383464.3950	20100505_IGHV_left_3	0.0
SRR1383464.5502	20100505_IGHV_left_37	0.0
SRR1383464.5232	20100505_IGHV_left_10	0.0
SRR1383464.5404	20100505_IGHV_left_40	0.0
SRR1383464.4444	20100505_IGHV_left_2	0.0
SRR1383464.5377	20100505_IGHV_left_12	0.0
SRR1383464.5170	20100505_IGHV_left_31	0.6538461538461539
SRR1383464.5541	20100505_IGHV_left_2	0.0
SRR1383464.5708	20100505_IGHV_left_13	0.0
SRR1383464.6097	20100505_IGHV_left_14	0.0
SRR1383464.6162	20100505_IGHV_left_41	0.0
SRR1383464.5907	20100505_IGHV_left_22	0.0
SRR1383464.6213	20100505_IGHV_left_10	0.0
SRR1383464.5741	20100505_IGHV_left_2	0.0
SRR1383464.6222	20100505_IGHV_left_33	0.0
SRR1383464.6823	20100505_IGHV_left_32	0.0
SRR1383464.6888	20100505_IGHV_left_26	0.0
SRR1383464.7173	20100505_IGHV_left_10	0.0
SRR1383464.6620	20100505_IGHV_left_30	0.0
SRR1383464.7013	20100505_IGHV_left_30	0.0
SRR1383464.7975	20100505_IGHV_left_12	0.0
SRR1383464.6495	20100505_IGHV_left_40	0.0
SRR1383464.7888	20100505_IGHV_left_2	0.0
SRR1383464.8006	20100505_IGHV_left_35	0.0
SRR1383464.8426	20100505_IGHV_left_44	0.0
SRR1383464.8179	20100505_IGHV_left_14	0.0
SRR1383464.8043	20100505_IGHV_left_7	0.0
SRR1383464.8230	20100505_IGHV_left_15	0.0
SRR1383464.8947	20100505_IGHV_left_43	0.0
SRR1383464.8863	20100505_IGHV_left_14	0.0
SRR1383464.8515	20100505_IGHV_left_3	0.6538461538461539
SRR1383464.9158	20100505_IGHV_left_25	0.7307692307692308
SRR1383464.9006	20100505_IGHV_left_22	0.0
SRR1383464.9306	20100505_IGHV_left_9	0.04166666666666663
SRR1383464.9155	20100505_IGHV_left_2	0.0
SRR1383464.9214	20100505_IGHV_left_28	0.04166666666666663
SRR1383464.9914	20100505_IGHV_left_30	0.0
SRR1383464.9335	20100505_IGHV_left_28	0.04166666666666663
SRR1383464.9874	20100505_IGHV_left_12	0.0
SRR1383464.9811	20100505_IGHV_left_36	0.0
SRR1383464.9372	20100505_IGHV_left_10	0.0
SRR1383464.10253	20100505_IGHV_left_4	0.782608695652174
SRR1383464.10377	20100505_IGHV_left_2	0.0
SRR1383464.10003	20100505_IGHV_left_21	0.0
SRR1383464.10472	20100505_IGHV_left_2	0.0
SRR1383464.10435	20100505_IGHV_left_36	0.0
SRR1383464.10352	20100505_IGHV_left_37	0.0
SRR1383464.10701	20100505_IGHV_left_26	0.0
SRR1383464.10822	20100505_IGHV_left_21	0.0
SRR1383464.11300	20100505_IGHV_left_28	0.04166666666666663
SRR1383464.11445	20100505_IGHV_left_22	0.0
SRR1383464.11581	20100505_IGHV_left_2	0.0
SRR1383464.11418	20100505_IGHV_left_2	0.0
SRR1383464.11790	20100505_IGHV_left_14	0.0
SRR1383464.11881	20100505_IGHV_left_2	0.0
SRR1383464.11996	20100505_IGHV_left_26	0.0
SRR1383464.12208	20100505_IGHV_left_14	0.0
SRR1383464.12064	20100505_IGHV_left_14	0.0
SRR1383464.10911	20100505_IGHV_left_33	0.0
SRR1383464.11575	20100505_IGHV_left_30	0.5652173913043479
SRR1383464.11872	20100505_IGHV_left_32	0.0
SRR1383464.12069	20100505_IGHV_left_2	0.0
SRR1383464.12314	20100505_IGHV_left_15	0.0
SRR1383464.12319	20100505_IGHV_left_35	0.0
SRR1383464.12572	20100505_IGHV_left_8	0.0
SRR1383464.12475	20100505_IGHV_left_14	0.0
SRR1383464.12952	20100505_IGHV_left_2	0.0
SRR1383464.12402	20100505_IGHV_left_2	0.0
SRR1383464.12861	20100505_IGHV_left_43	0.0
SRR1383464.12498	20100505_IGHV_left_40	0.0
SRR1383464.12981	20100505_IGHV_left_21	0.0
SRR1383464.13429	20100505_IGHV_left_2	0.0
SRR1383464.13525	20100505_IGHV_left_13	0.0
SRR1383464.13549	20100505_IGHV_left_45	0.0
SRR1383464.14049	20100505_IGHV_left_2	0.0
SRR1383464.13726	20100505_IGHV_left_14	0.0
SRR1383464.13046	20100505_IGHV_left_12	0.0
SRR1383464.14194	20100505_IGHV_left_16	0.0
SRR1383464.13772	20100505_IGHV_left_40	0.0
SRR1383464.14102	20100505_IGHV_left_2	0.0
SRR1383464.14244	20100505_IGHV_left_2	0.0
SRR1383464.13768	20100505_IGHV_left_13	0.0
SRR1383464.14702	20100505_IGHV_left_2	0.0
SRR1383464.14056	20100505_IGHV_left_28	0.04166666666666663
SRR1383464.14193	20100505_IGHV_left_14	0.0
SRR1383464.14624	20100505_IGHV_left_22	0.0
SRR1383464.14872	20100505_IGHV_left_2	0.04347826086956519
SRR1383464.15321	20100505_IGHV_left_27	0.7391304347826086
SRR1383464.15392	20100505_IGHV_left_2	0.0
SRR1383464.15270	20100505_IGHV_left_38	0.0
SRR1383464.15789	20100505_IGHV_left_26	0.0
SRR1383464.15651	20100505_IGHV_left_40	0.33333333333333337
SRR1383464.14394	20100505_IGHV_left_14	0.0
SRR1383464.15827	20100505_IGHV_left_28	0.04166666666666663
SRR1383464.14862	20100505_IGHV_left_33	0.04347826086956519
SRR1383464.14914	20100505_IGHV_left_13	0.0
SRR1383464.15960	20100505_IGHV_left_20	0.08333333333333337
SRR1383464.15643	20100505_IGHV_left_2	0.0
SRR1383464.15817	20100505_IGHV_left_25	0.0
SRR1383464.16025	20100505_IGHV_left_14	0.0
SRR1383464.16089	20100505_IGHV_left_4	0.6956521739130435
SRR1383464.16209	20100505_IGHV_left_44	0.0
SRR1383464.16326	20100505_IGHV_left_10	0.0
SRR1383464.16615	20100505_IGHV_left_14	0.0
SRR1383464.16168	20100505_IGHV_left_26	0.0
SRR1383464.16266	20100505_IGHV_left_36	0.45833333333333337
SRR1383464.16093	20100505_IGHV_left_2	0.0
SRR1383464.16485	20100505_IGHV_left_12	0.6666666666666667
SRR1383464.16683	20100505_IGHV_left_14	0.0
SRR1383464.16898	20100505_IGHV_left_30	0.0
SRR1383464.16971	20100505_IGHV_left_14	0.0
SRR1383464.17810	20100505_IGHV_left_22	0.0
SRR1383464.16979	20100505_IGHV_left_35	0.7142857142857143
SRR1383464.17408	20100505_IGHV_left_12	0.0
SRR1383464.16148	20100505_IGHV_left_44	0.0
SRR1383464.16250	20100505_IGHV_left_31	0.6923076923076923
SRR1383464.16566	20100505_IGHV_left_21	0.0
SRR1383464.16838	20100505_IGHV_left_22	0.0
SRR1383464.17848	20100505_IGHV_left_35	0.0
SRR1383464.17397	20100505_IGHV_left_4	0.0
SRR1383464.18340	20100505_IGHV_left_2	0.0
SRR1383464.18198	20100505_IGHV_left_2	0.0
SRR1383464.18142	20100505_IGHV_left_2	0.0
SRR1383464.18359	20100505_IGHV_left_43	0.038461538461538436
SRR1383464.18200	20100505_IGHV_left_2	0.0
SRR1383464.18273	20100505_IGHV_left_36	0.0
SRR1383464.18454	20100505_IGHV_left_2	0.0
SRR1383464.18479	20100505_IGHV_left_6	0.0
SRR1383464.18484	20100505_IGHV_left_2	0.0
SRR1383464.18411	20100505_IGHV_left_14	0.0
SRR1383464.18494	20100505_IGHV_left_22	0.0
SRR1383464.18639	20100505_IGHV_left_2	0.0
SRR1383464.18505	20100505_IGHV_left_2	0.0
SRR1383464.18658	20100505_IGHV_left_45	0.040000000000000036
SRR1383464.18769	20100505_IGHV_left_6	0.04347826086956519
SRR1383464.18586	20100505_IGHV_left_6	0.0
SRR1383464.18872	20100505_IGHV_left_28	0.04166666666666663
SRR1383464.18827	20100505_IGHV_left_22	0.0
SRR1383464.18854	20100505_IGHV_left_32	0.0
SRR1383464.18943	20100505_IGHV_left_40	0.29166666666666663
SRR1383464.19602	20100505_IGHV_left_2	0.0
SRR1383464.19105	20100505_IGHV_left_34	0.6538461538461539
SRR1383464.19906	20100505_IGHV_left_12	0.04166666666666663
SRR1383464.19451	20100505_IGHV_left_14	0.0
SRR1383464.19654	20100505_IGHV_left_2	0.0
SRR1383464.20007	20100505_IGHV_left_14	0.0
SRR1383464.21353	20100505_IGHV_left_2	0.0
SRR1383464.19886	20100505_IGHV_left_40	0.5833333333333333
SRR1383464.20263	20100505_IGHV_left_2	0.0
SRR1383464.20250	20100505_IGHV_left_14	0.0
SRR1383464.21831	20100505_IGHV_left_10	0.0
SRR1383464.22001	20100505_IGHV_left_30	0.0
SRR1383464.21520	20100505_IGHV_left_4	0.6086956521739131
SRR1383464.22101	20100505_IGHV_left_13	0.0
SRR1383464.21595	20100505_IGHV_left_21	0.0
SRR1383464.22653	20100505_IGHV_left_33	0.0
SRR1383464.20584	20100505_IGHV_left_33	0.0
SRR1383464.21844	20100505_IGHV_left_6	0.0
SRR1383464.22377	20100505_IGHV_left_26	0.0
SRR1383464.22118	20100505_IGHV_left_2	0.0
SRR1383464.22485	20100505_IGHV_left_43	0.7307692307692308
SRR1383464.22384	20100505_IGHV_left_2	0.0
SRR1383464.22661	20100505_IGHV_left_30	0.0
SRR1383464.23251	20100505_IGHV_left_26	0.0
SRR1383464.23124	20100505_IGHV_left_2	0.0
SRR1383464.22873	20100505_IGHV_left_13	0.0
SRR1383464.23619	20100505_IGHV_left_35	0.04761904761904767
SRR1383464.23071	20100505_IGHV_left_21	0.0
SRR1383464.23253	20100505_IGHV_left_43	0.0
SRR1383464.24246	20100505_IGHV_left_3	0.7307692307692308
SRR1383464.23450	20100505_IGHV_left_36	0.04166666666666663
SRR1383464.23812	20100505_IGHV_left_33	0.0
SRR1383464.24288	20100505_IGHV_left_2	0.0
SRR1383464.22888	20100505_IGHV_left_35	0.0
SRR1383464.23078	20100505_IGHV_left_2	0.0
SRR1383464.23430	20100505_IGHV_left_2	0.0
SRR1383464.23744	20100505_IGHV_left_1	0.0
SRR1383464.23699	20100505_IGHV_left_33	0.0
SRR1383464.24256	20100505_IGHV_left_14	0.0
SRR1383464.24329	20100505_IGHV_left_2	0.0
SRR1383464.24888	20100505_IGHV_left_14	0.0
SRR1383464.24773	20100505_IGHV_left_30	0.0
SRR1383464.25017	20100505_IGHV_left_31	0.7307692307692308
SRR1383464.25338	20100505_IGHV_left_2	0.0
SRR1383464.25527	20100505_IGHV_left_31	0.6923076923076923
SRR1383464.24673	20100505_IGHV_left_40	0.0
SRR1383464.25155	20100505_IGHV_left_2	0.0
SRR1383464.25362	20100505_IGHV_left_2	0.04347826086956519
SRR1383464.25812	20100505_IGHV_left_2	0.0
SRR1383464.25820	20100505_IGHV_left_28	0.0
SRR1383464.24558	20100505_IGHV_left_17	0.7142857142857143
SRR1383464.24886	20100505_IGHV_left_9	0.0
SRR1383464.25232	20100505_IGHV_left_17	0.6190476190476191
SRR1383464.25769	20100505_IGHV_left_43	0.0
SRR1383464.26232	20100505_IGHV_left_41	0.0
SRR1383464.25637	20100505_IGHV_left_41	0.0
SRR1383464.26553	20100505_IGHV_left_14	0.0
SRR1383464.26226	20100505_IGHV_left_15	0.0
SRR1383464.26471	20100505_IGHV_left_15	0.0
SRR1383464.26420	20100505_IGHV_left_10	0.0
SRR1383464.26717	20100505_IGHV_left_33	0.0
SRR1383464.26575	20100505_IGHV_left_2	0.0
SRR1383464.26892	20100505_IGHV_left_26	0.0
SRR1383464.26567	20100505_IGHV_left_2	0.0
SRR1383464.27019	20100505_IGHV_left_40	0.0
SRR1383464.27067	20100505_IGHV_left_3	0.5384615384615384
SRR1383464.27038	20100505_IGHV_left_6	0.04347826086956519
SRR1383464.27446	20100505_IGHV_left_26	0.0
SRR1383464.26509	20100505_IGHV_left_30	0.0
SRR1383464.27818	20100505_IGHV_left_33	0.0
SRR1383464.26808	20100505_IGHV_left_2	0.0
SRR1383464.27797	20100505_IGHV_left_12	0.04166666666666663
SRR1383464.27061	20100505_IGHV_left_14	0.0
SRR1383464.28225	20100505_IGHV_left_30	0.0
SRR1383464.27658	20100505_IGHV_left_2	0.0
SRR1383464.28355	20100505_IGHV_left_45	0.0
SRR1383464.28187	20100505_IGHV_left_9	0.0
SRR1383464.28981	20100505_IGHV_left_22	0.0
SRR1383464.29466	20100505_IGHV_left_6	0.0
SRR1383464.28363	20100505_IGHV_left_40	0.0
SRR1383464.29358	20100505_IGHV_left_21	0.0
SRR1383464.28413	20100505_IGHV_left_36	0.0
SRR1383464.29499	20100505_IGHV_left_11	0.0
SRR1383464.29400	20100505_IGHV_left_2	0.0
SRR1383464.29718	20100505_IGHV_left_2	0.0
SRR1383464.30024	20100505_IGHV_left_30	0.0
SRR1383464.28507	20100505_IGHV_left_6	0.0
SRR1383464.29376	20100505_IGHV_left_26	0.0
SRR1383464.29690	20100505_IGHV_left_20	0.625
SRR1383464.29901	20100505_IGHV_left_43	0.0
SRR1383464.30179	20100505_IGHV_left_5	0.6086956521739131
SRR1383464.30087	20100505_IGHV_left_2	0.0
SRR1383464.30231	20100505_IGHV_left_5	0.6956521739130435
SRR1383464.30554	20100505_IGHV_left_12	0.0
SRR1383464.30219	20100505_IGHV_left_2	0.0
SRR1383464.30333	20100505_IGHV_left_15	0.0
SRR1383464.30130	20100505_IGHV_left_14	0.0
SRR1383464.30440	20100505_IGHV_left_2	0.0
SRR1383464.30612	20100505_IGHV_left_2	0.0
SRR1383464.30753	20100505_IGHV_left_25	0.6923076923076923
SRR1383464.30831	20100505_IGHV_left_26	0.0
SRR1383464.30865	20100505_IGHV_left_2	0.0
SRR1383464.30582	20100505_IGHV_left_32	0.0
SRR1383464.30818	20100505_IGHV_left_2	0.0
SRR1383464.30883	20100505_IGHV_left_45	0.0
SRR1383464.31033	20100505_IGHV_left_2	0.0
SRR1383464.31315	20100505_IGHV_left_2	0.0
SRR1383464.31329	20100505_IGHV_left_14	0.0
SRR1383464.30587	20100505_IGHV_left_14	0.0
SRR1383464.30825	20100505_IGHV_left_2	0.0
SRR1383464.30885	20100505_IGHV_left_14	0.0
SRR1383464.31088	20100505_IGHV_left_2	0.0
SRR1383464.31277	20100505_IGHV_left_35	0.0
SRR1383464.31511	20100505_IGHV_left_6	0.0
SRR1383464.31186	20100505_IGHV_left_30	0.0
SRR1383464.31369	20100505_IGHV_left_2	0.0
SRR1383464.31695	20100505_IGHV_left_21	0.0
SRR1383464.32110	20100505_IGHV_left_5	0.6521739130434783
SRR1383464.31485	20100505_IGHV_left_13	0.0
SRR1383464.31990	20100505_IGHV_left_9	0.0
SRR1383464.32314	20100505_IGHV_left_14	0.0
SRR1383464.31397	20100505_IGHV_left_36	0.0
SRR1383464.32682	20100505_IGHV_left_32	0.0
SRR1383464.32768	20100505_IGHV_left_13	0.04166666666666663
SRR1383464.31529	20100505_IGHV_left_2	0.0
SRR1383464.31964	20100505_IGHV_left_33	0.0
SRR1383464.32174	20100505_IGHV_left_12	0.0
SRR1383464.32842	20100505_IGHV_left_3	0.0
SRR1383464.32891	20100505_IGHV_left_2	0.0
SRR1383464.32860	20100505_IGHV_left_2	0.0
SRR1383464.33381	20100505_IGHV_left_36	0.0
SRR1383464.32848	20100505_IGHV_left_1	0.0
SRR1383464.33119	20100505_IGHV_left_14	0.0
SRR1383464.33011	20100505_IGHV_left_30	0.0
SRR1383464.33325	20100505_IGHV_left_2	0.0
SRR1383464.33441	20100505_IGHV_left_2	0.0
SRR1383464.33543	20100505_IGHV_left_10	0.0
SRR1383464.33605	20100505_IGHV_left_9	0.6666666666666667
SRR1383464.33756	20100505_IGHV_left_33	0.0
SRR1383464.33622	20100505_IGHV_left_12	0.04166666666666663
SRR1383464.33781	20100505_IGHV_left_22	0.0
SRR1383464.34133	20100505_IGHV_left_36	0.04166666666666663
SRR1383464.34315	20100505_IGHV_left_2	0.0
SRR1383464.33469	20100505_IGHV_left_10	0.0
SRR1383464.33664	20100505_IGHV_left_12	0.0
SRR1383464.33777	20100505_IGHV_left_28	0.0
SRR1383464.34244	20100505_IGHV_left_6	0.0
SRR1383464.34812	20100505_IGHV_left_2	0.0
SRR1383464.34356	20100505_IGHV_left_2	0.0
SRR1383464.34242	20100505_IGHV_left_2	0.0
SRR1383464.34346	20100505_IGHV_left_22	0.0
