subj_locus	gene	clone_count	clone_freq	sample_id	subject_id	locus
SRR1383452_M4_IG	IGHV4-31	3	0.00424328147100424	SRR1383452	M4	IG
SRR1383453_M4_IG	IGHV2-70	3	0.00417827298050139	SRR1383453	M4	IG
SRR1383453_M4_IG	IGHV3-30-3	3	0.00417827298050139	SRR1383453	M4	IG
SRR1383453_M4_IG	IGHV4-61	3	0.00417827298050139	SRR1383453	M4	IG
SRR1383463_M5_IG	IGHV3-64	3	0.00105337078651685	SRR1383463	M5	IG
SRR1383464_M5_IG	IGHV3-49	3	0.00427350427350427	SRR1383464	M5	IG
SRR1383464_M5_IG	IGHV4-4	3	0.00427350427350427	SRR1383464	M5	IG
SRR1383465_M5_IG	IGHV3-73	3	0.00265957446808511	SRR1383465	M5	IG
SRR1383465_M5_IG	IGHV4-39	3	0.00265957446808511	SRR1383465	M5	IG
SRR1383467_M5_IG	IGHV1-24	3	0.0441176470588235	SRR1383467	M5	IG
SRR1383467_M5_IG	IGHV1-69	3	0.0441176470588235	SRR1383467	M5	IG
SRR1383467_M5_IG	IGHV3-7	3	0.0441176470588235	SRR1383467	M5	IG
SRR1383467_M5_IG	IGHV3-9	3	0.0441176470588235	SRR1383467	M5	IG
SRR1383467_M5_IG	IGHV5-51	3	0.0441176470588235	SRR1383467	M5	IG
SRR1383468_M5_IG	IGHV3-11	3	0.0731707317073171	SRR1383468	M5	IG
SRR1383468_M5_IG	IGHV3-15	3	0.0731707317073171	SRR1383468	M5	IG
SRR1383468_M5_IG	IGHV3-23	3	0.0731707317073171	SRR1383468	M5	IG
SRR1383468_M5_IG	IGHV3-30	3	0.0731707317073171	SRR1383468	M5	IG
SRR1383468_M5_IG	IGHV3-30-3	3	0.0731707317073171	SRR1383468	M5	IG
SRR1383468_M5_IG	IGHV4-59	3	0.0731707317073171	SRR1383468	M5	IG
SRR1383451_M4_IG	IGHV3-43	4	0.00200702458605118	SRR1383451	M4	IG
SRR1383451_M4_IG	IGHV4-61	4	0.00200702458605118	SRR1383451	M4	IG
SRR1383463_M5_IG	IGHV2-26	4	0.00140449438202247	SRR1383463	M5	IG
SRR1383463_M5_IG	IGHV6-1	4	0.00140449438202247	SRR1383463	M5	IG
SRR1383464_M5_IG	IGHV3-53	4	0.0056980056980057	SRR1383464	M5	IG
SRR1383464_M5_IG	IGHV3-72	4	0.0056980056980057	SRR1383464	M5	IG
SRR1383467_M5_IG	IGHV1-18	4	0.0588235294117647	SRR1383467	M5	IG
SRR1383467_M5_IG	IGHV2-5	4	0.0588235294117647	SRR1383467	M5	IG
SRR1383467_M5_IG	IGHV3-15	4	0.0588235294117647	SRR1383467	M5	IG
SRR1383467_M5_IG	IGHV4-59	4	0.0588235294117647	SRR1383467	M5	IG
SRR1383451_M4_IG	IGHV1-45	5	0.00250878073256397	SRR1383451	M4	IG
SRR1383451_M4_IG	IGHV6-1	5	0.00250878073256397	SRR1383451	M4	IG
SRR1383452_M4_IG	IGHV1-3	5	0.00707213578500707	SRR1383452	M4	IG
