ID	PRIMER	ERROR
SRR1383468.440	20100505_IGHV_left_35	0.1428571428571429
SRR1383468.895	20100505_IGHV_left_7	0.0
SRR1383468.464	20100505_IGHV_left_36	0.04166666666666663
SRR1383468.491	20100505_IGHV_left_2	0.0
SRR1383468.1417	20100505_IGHV_left_1	0.045454545454545414
SRR1383468.1425	20100505_IGHV_left_14	0.0
SRR1383468.1563	20100505_IGHV_left_10	0.0
SRR1383468.1993	20100505_IGHV_left_41	0.0
SRR1383468.2173	20100505_IGHV_left_40	0.0
SRR1383468.2000	20100505_IGHV_left_28	0.0
SRR1383468.2725	20100505_IGHV_left_7	0.0
SRR1383468.1844	20100505_IGHV_left_32	0.6521739130434783
SRR1383468.2576	20100505_IGHV_left_14	0.0
SRR1383468.2823	20100505_IGHV_left_45	0.0
SRR1383468.2511	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.2736	20100505_IGHV_left_6	0.04347826086956519
SRR1383468.2978	20100505_IGHV_left_17	0.5714285714285714
SRR1383468.2937	20100505_IGHV_left_30	0.5652173913043479
SRR1383468.3194	20100505_IGHV_left_14	0.0
SRR1383468.3082	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.3139	20100505_IGHV_left_3	0.0
SRR1383468.3249	20100505_IGHV_left_8	0.0
SRR1383468.3195	20100505_IGHV_left_17	0.1428571428571429
SRR1383468.2959	20100505_IGHV_left_22	0.0
SRR1383468.3430	20100505_IGHV_left_14	0.0
SRR1383468.3428	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.3137	20100505_IGHV_left_33	0.0
SRR1383468.3577	20100505_IGHV_left_10	0.17391304347826086
SRR1383468.3533	20100505_IGHV_left_7	0.0
SRR1383468.3649	20100505_IGHV_left_17	0.04761904761904767
SRR1383468.3209	20100505_IGHV_left_11	0.0
SRR1383468.3556	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.3645	20100505_IGHV_left_21	0.04166666666666663
SRR1383468.3587	20100505_IGHV_left_27	0.0
SRR1383468.3741	20100505_IGHV_left_8	0.0
SRR1383468.3857	20100505_IGHV_left_26	0.045454545454545414
SRR1383468.4008	20100505_IGHV_left_2	0.0
SRR1383468.4024	20100505_IGHV_left_11	0.0
SRR1383468.3985	20100505_IGHV_left_2	0.0
SRR1383468.4077	20100505_IGHV_left_2	0.0
SRR1383468.3999	20100505_IGHV_left_11	0.0
SRR1383468.4183	20100505_IGHV_left_2	0.0
SRR1383468.4084	20100505_IGHV_left_37	0.15000000000000002
SRR1383468.4274	20100505_IGHV_left_10	0.0
SRR1383468.4197	20100505_IGHV_left_3	0.5384615384615384
SRR1383468.4257	20100505_IGHV_left_44	0.0
SRR1383468.4543	20100505_IGHV_left_10	0.0
SRR1383468.4190	20100505_IGHV_left_14	0.0
SRR1383468.4261	20100505_IGHV_left_20	0.625
SRR1383468.4600	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.4787	20100505_IGHV_left_43	0.0
SRR1383468.4749	20100505_IGHV_left_7	0.0
SRR1383468.4867	20100505_IGHV_left_10	0.17391304347826086
SRR1383468.4932	20100505_IGHV_left_17	0.04761904761904767
SRR1383468.5241	20100505_IGHV_left_34	0.6923076923076923
SRR1383468.5254	20100505_IGHV_left_2	0.0
SRR1383468.4858	20100505_IGHV_left_38	0.0
SRR1383468.5064	20100505_IGHV_left_36	0.0
SRR1383468.5441	20100505_IGHV_left_14	0.0
SRR1383468.4774	20100505_IGHV_left_3	0.0
SRR1383468.5446	20100505_IGHV_left_17	0.0
SRR1383468.4815	20100505_IGHV_left_14	0.0
SRR1383468.5050	20100505_IGHV_left_44	0.0
SRR1383468.5314	20100505_IGHV_left_15	0.0
SRR1383468.5533	20100505_IGHV_left_14	0.0
SRR1383468.5546	20100505_IGHV_left_3	0.0
SRR1383468.5590	20100505_IGHV_left_14	0.0
SRR1383468.5473	20100505_IGHV_left_37	0.15000000000000002
SRR1383468.5614	20100505_IGHV_left_34	0.7692307692307692
SRR1383468.5700	20100505_IGHV_left_2	0.04347826086956519
SRR1383468.5745	20100505_IGHV_left_32	0.17391304347826086
SRR1383468.5708	20100505_IGHV_left_35	0.1428571428571429
SRR1383468.5774	20100505_IGHV_left_27	0.17391304347826086
SRR1383468.5781	20100505_IGHV_left_14	0.0
SRR1383468.5691	20100505_IGHV_left_14	0.0
SRR1383468.5851	20100505_IGHV_left_7	0.0
SRR1383468.5796	20100505_IGHV_left_37	0.0
SRR1383468.5772	20100505_IGHV_left_25	0.6923076923076923
SRR1383468.6170	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.6000	20100505_IGHV_left_10	0.0
SRR1383468.5975	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.5864	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.6261	20100505_IGHV_left_2	0.0
SRR1383468.6116	20100505_IGHV_left_43	0.0
SRR1383468.6313	20100505_IGHV_left_3	0.0
SRR1383468.6502	20100505_IGHV_left_10	0.0
SRR1383468.6582	20100505_IGHV_left_25	0.7692307692307692
SRR1383468.6451	20100505_IGHV_left_2	0.0
SRR1383468.6580	20100505_IGHV_left_17	0.0
SRR1383468.6492	20100505_IGHV_left_1	0.045454545454545414
SRR1383468.6577	20100505_IGHV_left_14	0.0
SRR1383468.6654	20100505_IGHV_left_2	0.0
SRR1383468.6733	20100505_IGHV_left_10	0.0
SRR1383468.6746	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.6299	20100505_IGHV_left_45	0.07999999999999996
SRR1383468.6560	20100505_IGHV_left_45	0.0
SRR1383468.6726	20100505_IGHV_left_8	0.0
SRR1383468.6664	20100505_IGHV_left_3	0.0
SRR1383468.6908	20100505_IGHV_left_17	0.09523809523809523
SRR1383468.6766	20100505_IGHV_left_44	0.0
SRR1383468.6982	20100505_IGHV_left_12	0.0
SRR1383468.6758	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.7192	20100505_IGHV_left_17	0.0
SRR1383468.7295	20100505_IGHV_left_27	0.17391304347826086
SRR1383468.7250	20100505_IGHV_left_14	0.0
SRR1383468.7061	20100505_IGHV_left_36	0.0
SRR1383468.7479	20100505_IGHV_left_43	0.6923076923076923
SRR1383468.7389	20100505_IGHV_left_22	0.0
SRR1383468.7459	20100505_IGHV_left_42	0.0
SRR1383468.7358	20100505_IGHV_left_7	0.0
SRR1383468.7537	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.7564	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.7485	20100505_IGHV_left_28	0.04166666666666663
SRR1383468.7714	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.7569	20100505_IGHV_left_14	0.0
SRR1383468.8113	20100505_IGHV_left_11	0.0
SRR1383468.7777	20100505_IGHV_left_10	0.0
SRR1383468.7772	20100505_IGHV_left_31	0.6538461538461539
SRR1383468.8250	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.8222	20100505_IGHV_left_28	0.04166666666666663
SRR1383468.8111	20100505_IGHV_left_17	0.0
SRR1383468.8249	20100505_IGHV_left_14	0.0
SRR1383468.8219	20100505_IGHV_left_12	0.0
SRR1383468.8357	20100505_IGHV_left_44	0.0
SRR1383468.8351	20100505_IGHV_left_2	0.0
SRR1383468.8259	20100505_IGHV_left_17	0.5714285714285714
SRR1383468.8412	20100505_IGHV_left_2	0.04347826086956519
SRR1383468.8533	20100505_IGHV_left_16	0.625
SRR1383468.8519	20100505_IGHV_left_7	0.0
SRR1383468.8376	20100505_IGHV_left_2	0.0
SRR1383468.8652	20100505_IGHV_left_15	0.0
SRR1383468.8676	20100505_IGHV_left_10	0.0
SRR1383468.8713	20100505_IGHV_left_10	0.17391304347826086
SRR1383468.8544	20100505_IGHV_left_14	0.0
SRR1383468.8785	20100505_IGHV_left_10	0.0
SRR1383468.8844	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.8861	20100505_IGHV_left_44	0.0
SRR1383468.8672	20100505_IGHV_left_3	0.0
SRR1383468.8946	20100505_IGHV_left_10	0.04347826086956519
SRR1383468.9053	20100505_IGHV_left_12	0.0
SRR1383468.9027	20100505_IGHV_left_11	0.0
SRR1383468.8771	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.9154	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.9231	20100505_IGHV_left_12	0.0
SRR1383468.9233	20100505_IGHV_left_27	0.13043478260869568
SRR1383468.8889	20100505_IGHV_left_10	0.0
SRR1383468.9346	20100505_IGHV_left_27	0.17391304347826086
SRR1383468.9285	20100505_IGHV_left_27	0.17391304347826086
SRR1383468.9368	20100505_IGHV_left_6	0.0
SRR1383468.9105	20100505_IGHV_left_44	0.0
SRR1383468.9437	20100505_IGHV_left_2	0.0
SRR1383468.9513	20100505_IGHV_left_22	0.0
SRR1383468.9278	20100505_IGHV_left_41	0.0
SRR1383468.9398	20100505_IGHV_left_14	0.0
SRR1383468.9626	20100505_IGHV_left_11	0.0
SRR1383468.9370	20100505_IGHV_left_2	0.0
SRR1383468.9548	20100505_IGHV_left_27	0.17391304347826086
SRR1383468.9392	20100505_IGHV_left_2	0.04347826086956519
SRR1383468.9662	20100505_IGHV_left_12	0.0
SRR1383468.9542	20100505_IGHV_left_35	0.0
SRR1383468.9759	20100505_IGHV_left_3	0.6923076923076923
