ID	QUALITY
SRR1383456.16292	17
SRR1383456.16296	23
SRR1383456.16295	21
SRR1383456.16294	35
SRR1383456.16290	7
SRR1383456.16297	25
SRR1383456.16298	37
SRR1383456.16299	5
SRR1383456.16300	31
SRR1383456.16304	27
SRR1383456.16302	11
SRR1383456.16303	21
SRR1383456.16301	29
SRR1383456.16305	24
SRR1383456.16306	30
SRR1383456.16307	25
SRR1383456.16308	23
SRR1383456.16309	21
SRR1383456.16313	35
SRR1383456.16312	26
SRR1383456.16311	32
SRR1383456.16310	24
SRR1383456.16314	18
SRR1383456.16315	23
SRR1383456.16316	4
SRR1383456.16317	37
SRR1383456.16321	32
SRR1383456.16319	13
SRR1383456.16320	29
SRR1383456.16318	36
SRR1383456.16322	30
SRR1383456.16323	24
SRR1383456.16324	25
SRR1383456.16325	30
SRR1383456.16327	27
SRR1383456.16328	25
SRR1383456.16326	25
SRR1383456.16329	28
SRR1383456.16330	26
SRR1383456.16331	36
SRR1383456.16332	12
SRR1383456.16333	7
SRR1383456.16335	8
SRR1383456.16334	20
SRR1383456.16336	3
SRR1383456.16337	24
SRR1383456.16338	29
SRR1383456.16339	27
SRR1383456.16340	8
SRR1383456.16341	16
SRR1383456.16342	30
SRR1383456.16343	11
SRR1383456.16344	19
SRR1383456.16345	31
SRR1383456.16346	10
SRR1383456.16347	27
SRR1383456.16350	29
SRR1383456.16348	37
SRR1383456.16352	27
SRR1383456.16351	5
SRR1383456.16349	31
SRR1383456.16356	20
SRR1383456.16354	33
SRR1383456.16355	29
SRR1383456.16357	31
SRR1383456.16358	29
SRR1383456.16359	31
SRR1383456.16353	36
SRR1383456.16360	31
SRR1383456.16361	23
SRR1383456.16364	11
SRR1383456.16363	34
SRR1383456.16365	30
SRR1383456.16362	5
SRR1383456.16366	34
SRR1383456.16367	37
SRR1383456.16368	12
SRR1383456.16369	17
SRR1383456.16370	36
SRR1383456.16371	17
SRR1383456.16372	36
SRR1383456.16373	30
SRR1383456.16374	20
SRR1383456.16375	6
SRR1383456.16376	29
SRR1383456.16377	32
SRR1383456.16378	26
SRR1383456.16379	28
SRR1383456.16380	17
SRR1383456.16381	29
SRR1383456.16382	14
SRR1383456.16384	29
SRR1383456.16383	31
SRR1383456.16385	37
SRR1383456.16387	30
SRR1383456.16386	30
SRR1383456.16388	25
SRR1383456.16389	17
SRR1383456.16390	21
SRR1383456.16392	23
SRR1383456.16391	20
SRR1383456.16393	9
SRR1383456.16394	28
SRR1383456.16395	21
SRR1383456.16396	35
SRR1383456.16397	35
SRR1383456.16398	9
SRR1383456.16399	31
SRR1383456.16400	28
SRR1383456.16401	22
SRR1383456.16402	33
SRR1383456.16403	7
SRR1383456.16404	14
SRR1383456.16405	14
SRR1383456.16406	33
SRR1383456.16407	23
SRR1383456.16408	28
SRR1383456.16409	17
SRR1383456.16410	4
SRR1383456.16411	35
SRR1383456.16412	16
SRR1383456.16413	18
SRR1383456.16414	31
SRR1383456.16417	17
SRR1383456.16416	32
SRR1383456.16415	17
SRR1383456.16419	2
SRR1383456.16418	27
SRR1383456.16420	31
SRR1383456.16421	4
SRR1383456.16422	27
SRR1383456.16424	15
SRR1383456.16423	28
SRR1383456.16425	16
SRR1383456.16427	20
SRR1383456.16426	37
SRR1383456.16428	17
SRR1383456.16429	8
SRR1383456.16430	20
SRR1383456.16431	13
SRR1383456.16432	34
SRR1383456.16433	4
SRR1383456.16434	18
SRR1383456.16435	36
SRR1383456.16436	21
SRR1383456.16437	33
SRR1383456.16438	35
SRR1383456.16441	14
SRR1383456.16440	23
SRR1383456.16439	37
SRR1383456.16442	36
SRR1383456.16443	34
SRR1383456.16444	18
SRR1383456.16445	36
SRR1383456.16446	17
SRR1383456.16447	34
SRR1383456.16448	32
SRR1383456.16449	30
SRR1383456.16450	24
SRR1383456.16451	35
SRR1383456.16453	12
SRR1383456.16454	37
SRR1383456.16452	17
SRR1383456.16455	32
SRR1383456.16457	11
SRR1383456.16458	9
SRR1383456.16460	28
SRR1383456.16459	6
SRR1383456.16461	3
SRR1383456.16464	26
SRR1383456.16462	31
SRR1383456.16463	20
SRR1383456.16456	6
SRR1383456.16465	31
SRR1383456.16466	34
SRR1383456.16467	32
SRR1383456.16468	6
SRR1383456.16469	35
SRR1383456.16470	30
SRR1383456.16471	20
SRR1383456.16472	26
SRR1383456.16473	28
SRR1383456.16474	30
SRR1383456.16475	13
SRR1383456.16476	33
SRR1383456.16477	18
SRR1383456.16478	24
SRR1383456.16479	23
SRR1383456.16480	2
SRR1383456.16481	23
SRR1383456.16482	30
SRR1383456.16483	30
SRR1383456.16484	15
SRR1383456.16485	11
SRR1383456.16486	26
SRR1383456.16487	22
SRR1383456.16489	28
SRR1383456.16488	15
SRR1383456.16490	26
SRR1383456.16491	7
SRR1383456.16492	27
SRR1383456.16493	23
SRR1383456.16494	9
SRR1383456.16495	36
SRR1383456.16496	30
SRR1383456.16497	28
SRR1383456.16498	4
SRR1383456.16499	26
SRR1383456.16500	37
SRR1383456.16503	35
SRR1383456.16502	19
SRR1383456.16501	2
SRR1383456.16504	26
SRR1383456.16508	26
SRR1383456.16507	30
SRR1383456.16509	28
SRR1383456.16505	34
SRR1383456.16511	31
SRR1383456.16506	9
SRR1383456.16513	36
SRR1383456.16512	6
SRR1383456.16514	17
SRR1383456.16510	5
SRR1383456.16515	29
SRR1383456.16516	24
SRR1383456.16517	29
SRR1383456.16519	11
SRR1383456.16521	13
SRR1383456.16518	23
SRR1383456.16523	23
SRR1383456.16522	29
SRR1383456.16520	33
SRR1383456.16524	37
SRR1383456.16525	36
SRR1383456.16526	17
SRR1383456.16528	26
SRR1383456.16527	19
SRR1383456.16529	20
SRR1383456.16530	18
SRR1383456.16531	28
SRR1383456.16532	10
SRR1383456.16533	24
SRR1383456.16534	35
SRR1383456.16535	18
SRR1383456.16536	28
SRR1383456.16537	35
SRR1383456.16538	21
SRR1383456.16539	34
SRR1383456.16540	29
SRR1383456.16541	5
SRR1383456.16542	37
SRR1383456.16545	27
SRR1383456.16546	30
SRR1383456.16543	5
SRR1383456.16544	34
SRR1383456.16549	29
SRR1383456.16548	24
SRR1383456.16547	33
SRR1383456.16550	25
SRR1383456.16551	2
SRR1383456.16552	30
SRR1383456.16553	19
SRR1383456.16557	28
SRR1383456.16555	20
SRR1383456.16556	4
SRR1383456.16558	26
SRR1383456.16554	19
SRR1383456.16559	30
SRR1383456.16560	3
SRR1383456.16561	21
SRR1383456.16562	17
SRR1383456.16563	26
SRR1383456.16564	25
SRR1383456.16565	24
SRR1383456.16566	6
SRR1383456.16567	19
SRR1383456.16568	36
SRR1383456.16572	36
SRR1383456.16570	25
SRR1383456.16571	28
SRR1383456.16569	6
SRR1383456.16573	24
SRR1383456.16574	35
SRR1383456.16576	22
SRR1383456.16578	10
SRR1383456.16577	33
SRR1383456.16575	25
SRR1383456.16582	8
SRR1383456.16580	24
SRR1383456.16581	10
SRR1383456.16579	21
SRR1383456.16583	29
SRR1383456.16584	18
SRR1383456.16585	9
SRR1383456.16586	30
SRR1383456.16587	35
SRR1383456.16588	28
SRR1383456.16590	23
SRR1383456.16589	36
SRR1383456.16591	37
SRR1383456.16592	5
SRR1383456.16594	24
SRR1383456.16595	34
SRR1383456.16593	23
SRR1383456.16596	20
SRR1383456.16597	26
SRR1383456.16599	23
SRR1383456.16598	36
SRR1383456.16600	28
SRR1383456.16601	25
SRR1383456.16602	20
SRR1383456.16603	3
SRR1383456.16606	21
SRR1383456.16607	30
SRR1383456.16608	14
SRR1383456.16609	23
SRR1383456.16604	16
SRR1383456.16610	5
SRR1383456.16611	4
SRR1383456.16605	31
SRR1383456.16612	17
SRR1383456.16613	34
SRR1383456.16614	25
SRR1383456.16615	31
SRR1383456.16616	4
SRR1383456.16617	21
SRR1383456.16621	11
SRR1383456.16618	9
SRR1383456.16622	32
SRR1383456.16620	29
SRR1383456.16624	17
SRR1383456.16623	20
SRR1383456.16625	35
SRR1383456.16619	31
SRR1383456.16627	30
SRR1383456.16628	24
SRR1383456.16629	22
SRR1383456.16630	25
SRR1383456.16626	30
SRR1383456.16631	36
SRR1383456.16632	12
SRR1383456.16633	28
SRR1383456.16634	36
SRR1383456.16636	36
SRR1383456.16635	16
SRR1383456.16637	10
SRR1383456.16641	25
SRR1383456.16639	33
SRR1383456.16640	7
SRR1383456.16638	29
SRR1383456.16642	27
SRR1383456.16643	26
SRR1383456.16644	20
SRR1383456.16645	10
SRR1383456.16646	15
SRR1383456.16647	37
SRR1383456.16648	23
SRR1383456.16649	35
SRR1383456.16650	36
SRR1383456.16651	35
SRR1383456.16652	15
SRR1383456.16653	25
SRR1383456.16657	24
SRR1383456.16658	26
SRR1383456.16656	28
SRR1383456.16654	29
SRR1383456.16655	3
SRR1383456.16659	25
SRR1383456.16660	36
SRR1383456.16661	24
SRR1383456.16663	7
SRR1383456.16664	8
SRR1383456.16662	22
SRR1383456.16665	33
SRR1383456.16666	30
SRR1383456.16667	28
SRR1383456.16668	29
SRR1383456.16669	29
SRR1383456.16670	22
SRR1383456.16671	35
SRR1383456.16672	7
SRR1383456.16673	31
SRR1383456.16674	32
SRR1383456.16675	31
SRR1383456.16676	27
SRR1383456.16677	11
SRR1383456.16678	26
SRR1383456.16679	25
SRR1383456.16680	30
SRR1383456.16681	28
SRR1383456.16682	36
SRR1383456.16683	31
SRR1383456.16684	20
SRR1383456.16685	8
SRR1383456.16686	27
SRR1383456.16687	23
SRR1383456.16688	25
SRR1383456.16689	15
SRR1383456.16693	21
SRR1383456.16691	6
SRR1383456.16692	25
SRR1383456.16690	36
SRR1383456.16694	24
SRR1383456.16695	31
SRR1383456.16696	5
SRR1383456.16697	26
SRR1383456.16698	10
SRR1383456.16699	25
SRR1383456.16700	22
SRR1383456.16704	27
SRR1383456.16702	27
SRR1383456.16703	34
SRR1383456.16701	24
SRR1383456.16705	23
SRR1383456.16706	34
SRR1383456.16707	22
SRR1383456.16708	26
SRR1383456.16709	14
SRR1383456.16710	18
SRR1383456.16711	27
SRR1383456.16712	30
SRR1383456.16713	28
SRR1383456.16714	27
SRR1383456.16715	37
SRR1383456.16716	32
SRR1383456.16717	25
SRR1383456.16721	12
SRR1383456.16719	25
SRR1383456.16723	23
SRR1383456.16724	22
SRR1383456.16722	4
SRR1383456.16720	4
SRR1383456.16725	21
SRR1383456.16726	22
SRR1383456.16727	11
SRR1383456.16718	32
SRR1383456.16728	19
SRR1383456.16729	28
SRR1383456.16730	19
SRR1383456.16732	30
SRR1383456.16733	36
SRR1383456.16731	36
SRR1383456.16735	6
SRR1383456.16734	36
SRR1383456.16739	18
SRR1383456.16736	37
SRR1383456.16738	11
SRR1383456.16740	4
SRR1383456.16737	4
SRR1383456.16741	28
SRR1383456.16744	19
SRR1383456.16743	30
SRR1383456.16742	20
SRR1383456.16745	22
SRR1383456.16746	31
SRR1383456.16747	34
SRR1383456.16748	36
SRR1383456.16749	30
SRR1383456.16750	27
SRR1383456.16751	13
SRR1383456.16752	28
SRR1383456.16753	18
SRR1383456.16754	28
SRR1383456.16755	30
SRR1383456.16756	32
SRR1383456.16757	29
SRR1383456.16758	25
SRR1383456.16759	16
SRR1383456.16760	36
SRR1383456.16761	34
SRR1383456.16762	23
SRR1383456.16763	33
SRR1383456.16764	13
SRR1383456.16765	23
SRR1383456.16766	23
SRR1383456.16767	34
SRR1383456.16768	23
SRR1383456.16769	16
SRR1383456.16770	34
SRR1383456.16771	26
SRR1383456.16772	31
SRR1383456.16773	7
SRR1383456.16774	11
SRR1383456.16775	5
SRR1383456.16776	29
SRR1383456.16777	35
SRR1383456.16780	21
SRR1383456.16779	18
SRR1383456.16781	26
SRR1383456.16778	36
SRR1383456.16782	29
SRR1383456.16784	35
SRR1383456.16783	23
SRR1383456.16785	29
SRR1383456.16786	12
SRR1383456.16787	27
SRR1383456.16788	37
SRR1383456.16789	26
SRR1383456.16790	4
SRR1383456.16791	28
SRR1383456.16792	33
SRR1383456.16793	34
SRR1383456.16794	22
SRR1383456.16795	35
SRR1383456.16796	2
SRR1383456.16797	25
SRR1383456.16799	25
SRR1383456.16800	34
SRR1383456.16801	5
SRR1383456.16798	36
SRR1383456.16803	33
SRR1383456.16804	37
SRR1383456.16802	20
SRR1383456.16805	25
SRR1383456.16806	5
SRR1383456.16807	20
SRR1383456.16809	19
SRR1383456.16811	30
SRR1383456.16808	26
SRR1383456.16810	13
SRR1383456.16812	7
SRR1383456.16813	23
SRR1383456.16814	26
SRR1383456.16816	24
SRR1383456.16815	17
SRR1383456.16817	31
SRR1383456.16818	10
SRR1383456.16821	29
SRR1383456.16820	4
SRR1383456.16819	5
SRR1383456.16822	18
SRR1383456.16823	18
SRR1383456.16824	30
SRR1383456.16825	35
SRR1383456.16826	31
SRR1383456.16827	29
SRR1383456.16828	26
SRR1383456.16829	20
SRR1383456.16830	4
SRR1383456.16831	19
SRR1383456.16832	12
SRR1383456.16833	31
SRR1383456.16834	21
SRR1383456.16835	22
SRR1383456.16836	24
SRR1383456.16837	25
SRR1383456.16838	11
SRR1383456.16839	21
SRR1383456.16840	30
SRR1383456.16841	32
SRR1383456.16842	23
SRR1383456.16843	26
SRR1383456.16845	36
SRR1383456.16844	3
SRR1383456.16846	28
SRR1383456.16847	6
SRR1383456.16848	24
SRR1383456.16849	31
SRR1383456.16850	12
SRR1383456.16851	29
SRR1383456.16852	37
SRR1383456.16853	30
SRR1383456.16854	36
SRR1383456.16855	12
SRR1383456.16856	37
SRR1383456.16857	31
SRR1383456.16858	8
SRR1383456.16859	15
SRR1383456.16860	10
SRR1383456.16861	21
SRR1383456.16862	4
SRR1383456.16863	23
SRR1383456.16864	19
SRR1383456.16866	6
SRR1383456.16865	36
SRR1383456.16868	36
SRR1383456.16872	4
SRR1383456.16867	35
SRR1383456.16870	28
SRR1383456.16871	36
SRR1383456.16869	33
SRR1383456.16874	13
SRR1383456.16873	28
SRR1383456.16875	28
SRR1383456.16876	37
SRR1383456.16880	15
SRR1383456.16878	5
SRR1383456.16879	27
SRR1383456.16877	25
SRR1383456.16881	30
SRR1383456.16882	28
SRR1383456.16883	26
SRR1383456.16884	7
SRR1383456.16885	29
SRR1383456.16886	30
SRR1383456.16887	4
SRR1383456.16888	31
SRR1383456.16889	16
SRR1383456.16890	26
SRR1383456.16891	28
SRR1383456.16892	23
SRR1383456.16894	9
SRR1383456.16893	30
SRR1383456.16895	3
SRR1383456.16896	34
SRR1383456.16898	24
SRR1383456.16897	19
SRR1383456.16899	8
SRR1383456.16900	21
SRR1383456.16901	9
SRR1383456.16902	34
SRR1383456.16903	2
SRR1383456.16904	37
SRR1383456.16907	30
SRR1383456.16905	25
SRR1383456.16906	25
SRR1383456.16908	36
SRR1383456.16909	5
SRR1383456.16910	10
SRR1383456.16912	24
SRR1383456.16911	28
SRR1383456.16913	15
SRR1383456.16914	7
SRR1383456.16915	31
SRR1383456.16916	32
SRR1383456.16917	29
SRR1383456.16918	31
SRR1383456.16919	4
SRR1383456.16920	19
SRR1383456.16921	33
SRR1383456.16922	27
SRR1383456.16925	22
SRR1383456.16924	15
SRR1383456.16923	27
SRR1383456.16926	11
SRR1383456.16927	30
SRR1383456.16928	10
SRR1383456.16929	6
SRR1383456.16930	14
SRR1383456.16931	4
SRR1383456.16932	31
SRR1383456.16933	27
SRR1383456.16934	16
SRR1383456.16935	7
SRR1383456.16936	25
SRR1383456.16937	25
SRR1383456.16938	4
SRR1383456.16939	17
SRR1383456.16940	2
SRR1383456.16941	6
SRR1383456.16942	19
SRR1383456.16943	22
SRR1383456.16944	29
SRR1383456.16945	25
SRR1383456.16946	23
SRR1383456.16950	26
SRR1383456.16951	21
SRR1383456.16947	25
SRR1383456.16948	31
SRR1383456.16949	21
SRR1383456.16952	4
SRR1383456.16954	19
SRR1383456.16953	14
SRR1383456.16955	18
SRR1383456.16956	32
SRR1383456.16957	35
SRR1383456.16958	11
SRR1383456.16959	29
SRR1383456.16960	35
SRR1383456.16962	34
SRR1383456.16963	26
SRR1383456.16964	18
SRR1383456.16961	16
SRR1383456.16965	24
SRR1383456.16967	29
SRR1383456.16968	28
SRR1383456.16966	20
SRR1383456.16969	4
SRR1383456.16970	4
SRR1383456.16971	25
SRR1383456.16974	28
SRR1383456.16972	33
SRR1383456.16975	24
SRR1383456.16973	28
SRR1383456.16976	27
SRR1383456.16977	24
SRR1383456.16978	27
SRR1383456.16979	27
SRR1383456.16980	26
SRR1383456.16981	17
SRR1383456.16982	18
SRR1383456.16983	31
SRR1383456.16985	36
SRR1383456.16984	19
SRR1383456.16986	37
SRR1383456.16987	36
SRR1383456.16988	24
SRR1383456.16989	36
SRR1383456.16990	9
SRR1383456.16991	19
SRR1383456.16992	37
SRR1383456.16993	31
SRR1383456.16994	34
SRR1383456.16995	7
SRR1383456.16996	28
SRR1383456.16997	27
SRR1383456.17001	13
SRR1383456.16999	6
SRR1383456.17000	26
SRR1383456.16998	36
SRR1383456.17002	33
SRR1383456.17003	20
SRR1383456.17004	18
SRR1383456.17005	29
SRR1383456.17006	2
SRR1383456.17007	5
SRR1383456.17008	36
SRR1383456.17009	8
SRR1383456.17010	29
SRR1383456.17011	20
SRR1383456.17012	11
SRR1383456.17013	34
SRR1383456.17014	28
SRR1383456.17015	35
SRR1383456.17016	35
SRR1383456.17017	25
SRR1383456.17018	30
SRR1383456.17019	23
SRR1383456.17020	8
SRR1383456.17022	11
SRR1383456.17021	28
SRR1383456.17023	31
SRR1383456.17024	36
SRR1383456.17025	25
SRR1383456.17026	17
SRR1383456.17027	31
SRR1383456.17028	3
SRR1383456.17029	31
SRR1383456.17030	28
SRR1383456.17031	35
SRR1383456.17032	26
SRR1383456.17033	5
SRR1383456.17034	31
SRR1383456.17035	17
SRR1383456.17036	30
SRR1383456.17037	34
SRR1383456.17038	17
SRR1383456.17039	29
SRR1383456.17040	6
SRR1383456.17041	22
SRR1383456.17042	19
SRR1383456.17043	13
SRR1383456.17044	3
SRR1383456.17045	19
SRR1383456.17046	24
SRR1383456.17047	33
SRR1383456.17049	10
SRR1383456.17048	26
SRR1383456.17051	5
SRR1383456.17050	5
SRR1383456.17052	16
SRR1383456.17053	34
SRR1383456.17054	18
SRR1383456.17056	36
SRR1383456.17057	37
SRR1383456.17055	33
SRR1383456.17058	24
SRR1383456.17059	37
SRR1383456.17060	21
SRR1383456.17061	2
SRR1383456.17065	12
SRR1383456.17063	4
SRR1383456.17064	5
SRR1383456.17062	29
SRR1383456.17066	36
SRR1383456.17067	23
SRR1383456.17068	24
SRR1383456.17070	27
SRR1383456.17069	31
SRR1383456.17071	14
SRR1383456.17072	22
SRR1383456.17073	30
SRR1383456.17074	37
SRR1383456.17075	26
SRR1383456.17079	17
SRR1383456.17077	37
SRR1383456.17078	28
SRR1383456.17076	30
SRR1383456.17080	19
SRR1383456.17083	27
SRR1383456.17082	28
SRR1383456.17081	11
SRR1383456.17084	25
SRR1383456.17086	37
SRR1383456.17085	34
SRR1383456.17087	11
SRR1383456.17088	6
SRR1383456.17089	12
SRR1383456.17090	23
SRR1383456.17091	35
SRR1383456.17092	36
SRR1383456.17093	16
SRR1383456.17094	19
SRR1383456.17095	29
SRR1383456.17096	13
SRR1383456.17097	14
SRR1383456.17098	11
SRR1383456.17099	20
SRR1383456.17100	24
SRR1383456.17101	28
SRR1383456.17104	36
SRR1383456.17102	18
SRR1383456.17106	29
SRR1383456.17105	32
SRR1383456.17103	24
SRR1383456.17107	18
SRR1383456.17109	36
SRR1383456.17110	23
SRR1383456.17112	18
SRR1383456.17111	31
SRR1383456.17108	37
SRR1383456.17113	22
SRR1383456.17114	37
SRR1383456.17116	17
SRR1383456.17115	23
SRR1383456.17120	2
SRR1383456.17118	26
SRR1383456.17122	37
SRR1383456.17119	18
SRR1383456.17117	3
SRR1383456.17121	30
SRR1383456.17123	23
SRR1383456.17124	24
SRR1383456.17125	31
SRR1383456.17126	24
SRR1383456.17127	4
SRR1383456.17128	8
SRR1383456.17129	8
SRR1383456.17130	23
SRR1383456.17131	30
SRR1383456.17132	21
SRR1383456.17133	22
SRR1383456.17134	33
SRR1383456.17135	30
SRR1383456.17136	28
SRR1383456.17138	29
SRR1383456.17137	3
SRR1383456.17139	18
SRR1383456.17140	11
SRR1383456.17141	30
SRR1383456.17142	21
SRR1383456.17143	23
SRR1383456.17144	28
SRR1383456.17145	17
SRR1383456.17146	23
SRR1383456.17147	37
SRR1383456.17148	23
SRR1383456.17149	11
SRR1383456.17150	31
SRR1383456.17151	30
SRR1383456.17155	36
SRR1383456.17153	28
SRR1383456.17154	25
SRR1383456.17152	5
SRR1383456.17156	34
SRR1383456.17158	28
SRR1383456.17157	30
SRR1383456.17162	22
SRR1383456.17160	37
SRR1383456.17161	34
SRR1383456.17159	4
SRR1383456.17163	37
SRR1383456.17164	27
SRR1383456.17165	6
SRR1383456.17166	28
SRR1383456.17167	36
SRR1383456.17168	5
SRR1383456.17171	4
SRR1383456.17169	33
SRR1383456.17172	33
SRR1383456.17170	20
SRR1383456.17173	21
SRR1383456.17175	37
SRR1383456.17176	23
SRR1383456.17177	19
SRR1383456.17179	8
SRR1383456.17174	14
SRR1383456.17178	7
SRR1383456.17180	34
SRR1383456.17183	27
SRR1383456.17182	10
SRR1383456.17186	23
SRR1383456.17185	22
SRR1383456.17184	23
SRR1383456.17188	6
SRR1383456.17189	27
SRR1383456.17181	28
SRR1383456.17191	8
SRR1383456.17192	18
SRR1383456.17187	25
SRR1383456.17193	30
SRR1383456.17194	30
SRR1383456.17190	26
SRR1383456.17196	37
SRR1383456.17195	25
SRR1383456.17198	26
SRR1383456.17200	26
SRR1383456.17197	28
SRR1383456.17199	18
SRR1383456.17201	12
SRR1383456.17203	33
SRR1383456.17202	17
SRR1383456.17204	28
SRR1383456.17205	29
SRR1383456.17207	20
SRR1383456.17211	13
SRR1383456.17206	4
SRR1383456.17208	37
SRR1383456.17209	4
SRR1383456.17213	28
SRR1383456.17210	24
SRR1383456.17212	26
SRR1383456.17215	28
SRR1383456.17214	35
SRR1383456.17216	19
SRR1383456.17218	36
SRR1383456.17217	30
SRR1383456.17220	26
SRR1383456.17219	5
SRR1383456.17221	29
SRR1383456.17223	25
SRR1383456.17222	25
SRR1383456.17224	21
SRR1383456.17225	19
SRR1383456.17226	36
SRR1383456.17227	14
SRR1383456.17228	19
SRR1383456.17229	7
SRR1383456.17230	25
SRR1383456.17231	12
SRR1383456.17232	24
SRR1383456.17233	11
SRR1383456.17234	34
SRR1383456.17235	27
SRR1383456.17237	25
SRR1383456.17236	33
SRR1383456.17238	30
SRR1383456.17239	6
SRR1383456.17240	31
SRR1383456.17241	22
SRR1383456.17242	18
SRR1383456.17243	29
SRR1383456.17247	22
SRR1383456.17245	24
SRR1383456.17246	25
SRR1383456.17244	20
SRR1383456.17248	27
SRR1383456.17249	11
SRR1383456.17250	11
SRR1383456.17251	23
SRR1383456.17252	34
SRR1383456.17253	36
SRR1383456.17254	13
SRR1383456.17255	28
SRR1383456.17256	19
SRR1383456.17257	30
SRR1383456.17258	22
SRR1383456.17259	21
SRR1383456.17263	17
SRR1383456.17261	5
SRR1383456.17262	13
SRR1383456.17260	35
SRR1383456.17264	14
SRR1383456.17265	24
SRR1383456.17266	26
SRR1383456.17267	23
SRR1383456.17268	25
SRR1383456.17269	5
SRR1383456.17270	24
SRR1383456.17271	24
SRR1383456.17272	29
SRR1383456.17273	30
SRR1383456.17274	26
SRR1383456.17275	15
SRR1383456.17276	28
SRR1383456.17277	28
SRR1383456.17278	30
SRR1383456.17279	27
SRR1383456.17280	11
SRR1383456.17281	30
SRR1383456.17285	16
SRR1383456.17283	36
SRR1383456.17284	9
SRR1383456.17282	30
SRR1383456.17286	28
SRR1383456.17287	34
SRR1383456.17288	32
SRR1383456.17289	17
SRR1383456.17291	14
SRR1383456.17290	17
SRR1383456.17292	35
SRR1383456.17293	4
SRR1383456.17294	30
SRR1383456.17295	22
SRR1383456.17296	30
SRR1383456.17297	29
SRR1383456.17298	31
SRR1383456.17299	31
SRR1383456.17300	29
SRR1383456.17301	27
SRR1383456.17302	18
SRR1383456.17303	19
SRR1383456.17304	31
SRR1383456.17305	24
SRR1383456.17306	15
SRR1383456.17307	30
SRR1383456.17308	5
SRR1383456.17309	32
SRR1383456.17310	10
SRR1383456.17311	28
SRR1383456.17312	25
SRR1383456.17313	20
SRR1383456.17314	14
SRR1383456.17315	33
SRR1383456.17316	16
SRR1383456.17317	18
SRR1383456.17318	27
SRR1383456.17322	12
SRR1383456.17320	28
SRR1383456.17321	13
SRR1383456.17323	35
SRR1383456.17326	21
SRR1383456.17324	14
SRR1383456.17325	36
SRR1383456.17327	22
SRR1383456.17329	36
SRR1383456.17330	26
SRR1383456.17331	10
SRR1383456.17328	28
SRR1383456.17332	34
SRR1383456.17333	3
SRR1383456.17319	25
SRR1383456.17335	18
SRR1383456.17334	27
SRR1383456.17338	15
SRR1383456.17337	4
SRR1383456.17336	7
SRR1383456.17339	36
SRR1383456.17340	30
SRR1383456.17341	17
SRR1383456.17342	27
SRR1383456.17343	31
SRR1383456.17345	27
SRR1383456.17347	7
SRR1383456.17346	33
SRR1383456.17344	25
SRR1383456.17348	4
SRR1383456.17349	33
SRR1383456.17350	32
SRR1383456.17351	4
SRR1383456.17352	36
SRR1383456.17353	24
SRR1383456.17354	27
SRR1383456.17355	37
SRR1383456.17356	26
SRR1383456.17357	32
SRR1383456.17358	36
SRR1383456.17361	18
SRR1383456.17360	12
SRR1383456.17362	29
SRR1383456.17359	35
SRR1383456.17363	18
SRR1383456.17364	37
SRR1383456.17365	21
SRR1383456.17366	37
SRR1383456.17367	6
SRR1383456.17368	34
SRR1383456.17369	35
SRR1383456.17370	31
SRR1383456.17371	14
SRR1383456.17373	26
SRR1383456.17372	29
SRR1383456.17374	32
SRR1383456.17375	30
SRR1383456.17379	27
SRR1383456.17377	33
SRR1383456.17376	28
SRR1383456.17378	30
SRR1383456.17380	5
SRR1383456.17381	37
SRR1383456.17382	4
SRR1383456.17383	36
SRR1383456.17384	28
SRR1383456.17385	25
SRR1383456.17386	20
SRR1383456.17387	22
SRR1383456.17389	26
SRR1383456.17388	21
SRR1383456.17390	20
SRR1383456.17391	26
SRR1383456.17392	12
SRR1383456.17393	16
SRR1383456.17394	26
SRR1383456.17395	16
SRR1383456.17396	28
SRR1383456.17397	27
SRR1383456.17398	11
SRR1383456.17399	4
SRR1383456.17400	6
SRR1383456.17401	37
SRR1383456.17402	24
SRR1383456.17403	28
SRR1383456.17404	28
SRR1383456.17405	20
SRR1383456.17406	5
SRR1383456.17407	19
SRR1383456.17408	29
SRR1383456.17409	33
SRR1383456.17410	28
SRR1383456.17411	11
SRR1383456.17412	4
SRR1383456.17413	34
SRR1383456.17414	26
SRR1383456.17417	36
SRR1383456.17416	19
SRR1383456.17415	19
SRR1383456.17418	28
SRR1383456.17419	27
SRR1383456.17420	27
SRR1383456.17421	29
SRR1383456.17423	25
SRR1383456.17424	36
SRR1383456.17425	11
SRR1383456.17422	24
SRR1383456.17426	18
SRR1383456.17427	36
SRR1383456.17428	34
SRR1383456.17429	11
SRR1383456.17432	8
SRR1383456.17431	17
SRR1383456.17430	32
SRR1383456.17433	33
SRR1383456.17435	4
SRR1383456.17436	18
SRR1383456.17434	19
SRR1383456.17437	6
SRR1383456.17438	36
SRR1383456.17439	5
SRR1383456.17442	17
SRR1383456.17440	37
SRR1383456.17441	35
SRR1383456.17443	36
SRR1383456.17444	36
SRR1383456.17446	34
SRR1383456.17447	27
SRR1383456.17445	20
SRR1383456.17450	20
SRR1383456.17448	5
SRR1383456.17453	10
SRR1383456.17451	23
SRR1383456.17452	7
SRR1383456.17449	31
SRR1383456.17454	3
SRR1383456.17455	32
SRR1383456.17456	24
