ID	QUALITY
SRR1383456.563	23
SRR1383456.565	12
SRR1383456.564	7
SRR1383456.566	10
SRR1383456.567	3
SRR1383456.568	21
SRR1383456.570	5
SRR1383456.571	8
SRR1383456.569	7
SRR1383456.573	5
SRR1383456.572	14
SRR1383456.576	14
SRR1383456.574	15
SRR1383456.577	30
SRR1383456.575	15
SRR1383456.578	3
SRR1383456.580	8
SRR1383456.579	14
SRR1383456.581	18
SRR1383456.584	9
SRR1383456.583	6
SRR1383456.582	5
SRR1383456.585	9
SRR1383456.586	20
SRR1383456.587	14
SRR1383456.588	6
SRR1383456.591	2
SRR1383456.590	9
SRR1383456.589	25
SRR1383456.592	10
SRR1383456.593	9
SRR1383456.594	24
SRR1383456.595	5
SRR1383456.596	14
SRR1383456.597	11
SRR1383456.598	3
SRR1383456.599	23
SRR1383456.600	7
SRR1383456.601	19
SRR1383456.602	24
SRR1383456.603	5
SRR1383456.604	10
SRR1383456.605	9
SRR1383456.606	9
SRR1383456.607	25
SRR1383456.608	6
SRR1383456.609	6
SRR1383456.610	7
SRR1383456.611	6
SRR1383456.612	8
SRR1383456.613	7
SRR1383456.614	11
SRR1383456.615	10
SRR1383456.616	3
SRR1383456.618	2
SRR1383456.617	5
SRR1383456.619	22
SRR1383456.620	8
SRR1383456.622	6
SRR1383456.621	8
SRR1383456.623	20
SRR1383456.624	10
SRR1383456.627	2
SRR1383456.626	4
SRR1383456.625	11
SRR1383456.628	5
SRR1383456.629	16
SRR1383456.630	13
SRR1383456.631	7
SRR1383456.632	15
SRR1383456.634	9
SRR1383456.633	9
SRR1383456.635	12
SRR1383456.636	4
SRR1383456.638	4
SRR1383456.640	5
SRR1383456.637	10
SRR1383456.639	10
SRR1383456.641	4
SRR1383456.642	9
SRR1383456.643	18
SRR1383456.644	15
SRR1383456.647	7
SRR1383456.645	15
SRR1383456.646	5
SRR1383456.648	9
SRR1383456.649	37
SRR1383456.651	10
SRR1383456.650	6
SRR1383456.653	8
SRR1383456.652	5
SRR1383456.654	9
SRR1383456.655	9
SRR1383456.656	9
SRR1383456.657	31
SRR1383456.658	19
SRR1383456.659	9
SRR1383456.661	7
SRR1383456.660	16
SRR1383456.662	6
SRR1383456.663	15
SRR1383456.664	19
SRR1383456.665	9
SRR1383456.666	4
SRR1383456.667	2
SRR1383456.668	2
SRR1383456.669	6
SRR1383456.670	8
SRR1383456.671	18
SRR1383456.672	6
SRR1383456.673	6
SRR1383456.677	10
SRR1383456.676	5
SRR1383456.675	25
SRR1383456.678	6
SRR1383456.674	4
SRR1383456.679	6
SRR1383456.680	7
SRR1383456.681	5
SRR1383456.682	20
SRR1383456.683	14
SRR1383456.684	19
SRR1383456.685	17
SRR1383456.686	25
SRR1383456.687	8
SRR1383456.688	9
SRR1383456.690	5
SRR1383456.691	18
SRR1383456.689	25
SRR1383456.692	9
SRR1383456.693	6
SRR1383456.694	9
SRR1383456.695	20
SRR1383456.696	19
SRR1383456.697	12
SRR1383456.698	5
SRR1383456.699	15
SRR1383456.700	11
SRR1383456.701	20
SRR1383456.702	7
SRR1383456.703	8
SRR1383456.704	11
SRR1383456.705	9
SRR1383456.707	4
SRR1383456.709	10
SRR1383456.708	6
SRR1383456.706	12
SRR1383456.712	16
SRR1383456.711	2
SRR1383456.710	12
SRR1383456.713	5
SRR1383456.714	9
SRR1383456.715	22
SRR1383456.716	12
SRR1383456.717	10
SRR1383456.718	5
SRR1383456.719	7
SRR1383456.720	18
SRR1383456.721	10
SRR1383456.723	20
SRR1383456.722	8
SRR1383456.724	5
SRR1383456.725	6
SRR1383456.727	2
SRR1383456.728	19
SRR1383456.726	8
SRR1383456.729	14
SRR1383456.730	6
SRR1383456.732	27
SRR1383456.731	11
SRR1383456.733	6
SRR1383456.734	20
SRR1383456.735	6
SRR1383456.736	16
SRR1383456.738	8
SRR1383456.737	7
SRR1383456.739	22
SRR1383456.740	5
SRR1383456.742	17
SRR1383456.741	6
SRR1383456.743	6
SRR1383456.744	21
SRR1383456.745	15
SRR1383456.746	26
SRR1383456.747	16
SRR1383456.748	5
SRR1383456.749	10
SRR1383456.750	6
SRR1383456.751	6
SRR1383456.752	7
SRR1383456.754	17
SRR1383456.756	9
SRR1383456.755	8
SRR1383456.757	5
SRR1383456.758	20
SRR1383456.753	3
SRR1383456.759	17
SRR1383456.761	15
SRR1383456.760	5
SRR1383456.762	9
SRR1383456.763	12
SRR1383456.764	4
SRR1383456.766	8
SRR1383456.767	13
SRR1383456.765	5
SRR1383456.768	6
SRR1383456.769	11
SRR1383456.771	8
SRR1383456.770	19
SRR1383456.773	10
SRR1383456.772	3
SRR1383456.774	19
SRR1383456.775	21
SRR1383456.776	14
SRR1383456.777	6
SRR1383456.778	7
SRR1383456.780	9
SRR1383456.779	25
SRR1383456.781	5
SRR1383456.782	4
SRR1383456.783	10
SRR1383456.785	19
SRR1383456.784	6
SRR1383456.786	5
SRR1383456.787	23
SRR1383456.788	13
SRR1383456.789	8
SRR1383456.792	5
SRR1383456.791	4
SRR1383456.793	7
SRR1383456.790	12
SRR1383456.795	20
SRR1383456.794	4
SRR1383456.798	10
SRR1383456.796	8
SRR1383456.797	19
SRR1383456.799	6
SRR1383456.800	10
SRR1383456.801	6
SRR1383456.802	8
SRR1383456.803	2
SRR1383456.804	7
SRR1383456.805	10
SRR1383456.806	10
SRR1383456.808	6
SRR1383456.807	7
SRR1383456.810	26
SRR1383456.809	37
SRR1383456.811	15
SRR1383456.812	20
SRR1383456.813	11
SRR1383456.814	22
SRR1383456.815	5
SRR1383456.816	21
SRR1383456.817	14
SRR1383456.819	7
SRR1383456.820	19
SRR1383456.818	28
SRR1383456.821	9
SRR1383456.822	35
SRR1383456.823	6
SRR1383456.824	22
SRR1383456.825	17
SRR1383456.826	3
SRR1383456.827	12
SRR1383456.830	9
SRR1383456.829	10
SRR1383456.833	20
SRR1383456.831	7
SRR1383456.835	13
SRR1383456.828	5
SRR1383456.834	8
SRR1383456.832	25
SRR1383456.836	23
SRR1383456.840	12
SRR1383456.838	13
SRR1383456.839	10
SRR1383456.837	18
SRR1383456.841	12
SRR1383456.843	20
SRR1383456.842	13
SRR1383456.844	12
SRR1383456.845	10
SRR1383456.849	8
SRR1383456.847	10
SRR1383456.848	11
SRR1383456.846	12
SRR1383456.853	36
SRR1383456.851	6
SRR1383456.854	5
SRR1383456.850	27
SRR1383456.852	8
SRR1383456.856	5
SRR1383456.857	14
SRR1383456.855	5
SRR1383456.858	34
SRR1383456.860	18
SRR1383456.859	10
SRR1383456.861	9
SRR1383456.862	6
SRR1383456.863	9
SRR1383456.865	7
SRR1383456.864	11
SRR1383456.866	15
SRR1383456.868	22
SRR1383456.869	6
SRR1383456.867	18
SRR1383456.870	5
SRR1383456.871	5
SRR1383456.872	3
SRR1383456.873	6
SRR1383456.874	24
SRR1383456.876	16
SRR1383456.875	5
SRR1383456.877	11
SRR1383456.878	4
SRR1383456.879	22
SRR1383456.881	8
SRR1383456.880	6
SRR1383456.882	11
SRR1383456.886	9
SRR1383456.884	4
SRR1383456.883	7
SRR1383456.885	7
SRR1383456.887	3
SRR1383456.888	4
SRR1383456.890	7
SRR1383456.891	4
SRR1383456.889	19
SRR1383456.892	5
SRR1383456.893	15
SRR1383456.894	6
SRR1383456.895	3
SRR1383456.896	9
SRR1383456.898	4
SRR1383456.900	3
SRR1383456.899	4
SRR1383456.897	9
SRR1383456.901	7
SRR1383456.902	3
SRR1383456.903	8
SRR1383456.904	9
SRR1383456.905	7
SRR1383456.906	13
SRR1383456.909	6
SRR1383456.908	3
SRR1383456.907	11
SRR1383456.913	11
SRR1383456.911	11
SRR1383456.912	15
SRR1383456.910	5
SRR1383456.916	6
SRR1383456.915	15
SRR1383456.914	13
SRR1383456.918	4
SRR1383456.917	13
SRR1383456.920	9
SRR1383456.922	8
SRR1383456.921	12
SRR1383456.923	5
SRR1383456.919	7
SRR1383456.924	9
SRR1383456.925	15
SRR1383456.927	9
SRR1383456.926	20
SRR1383456.928	6
SRR1383456.929	6
SRR1383456.930	14
SRR1383456.931	10
SRR1383456.932	9
SRR1383456.933	21
SRR1383456.934	7
SRR1383456.935	11
SRR1383456.936	17
SRR1383456.937	11
SRR1383456.938	10
SRR1383456.939	11
SRR1383456.940	6
SRR1383456.941	17
SRR1383456.942	26
SRR1383456.943	7
SRR1383456.944	4
SRR1383456.945	17
SRR1383456.946	9
SRR1383456.947	5
SRR1383456.948	9
SRR1383456.949	11
SRR1383456.950	9
SRR1383456.951	9
SRR1383456.952	8
SRR1383456.953	6
SRR1383456.954	5
SRR1383456.957	4
SRR1383456.955	20
SRR1383456.956	9
SRR1383456.958	36
SRR1383456.959	5
SRR1383456.960	13
SRR1383456.961	9
SRR1383456.962	11
SRR1383456.963	21
SRR1383456.964	7
SRR1383456.965	12
SRR1383456.966	7
SRR1383456.968	7
SRR1383456.967	20
SRR1383456.969	18
SRR1383456.973	19
SRR1383456.970	10
SRR1383456.972	10
SRR1383456.974	23
SRR1383456.971	22
SRR1383456.975	20
SRR1383456.976	24
SRR1383456.977	11
SRR1383456.978	24
SRR1383456.980	8
SRR1383456.979	7
SRR1383456.981	4
SRR1383456.982	9
SRR1383456.983	12
SRR1383456.984	10
SRR1383456.985	9
SRR1383456.986	20
SRR1383456.987	7
SRR1383456.988	5
SRR1383456.989	4
SRR1383456.990	10
SRR1383456.991	17
SRR1383456.995	7
SRR1383456.993	32
SRR1383456.997	5
SRR1383456.992	3
SRR1383456.996	17
SRR1383456.994	36
SRR1383456.998	11
SRR1383456.999	9
SRR1383456.1003	24
SRR1383456.1001	3
SRR1383456.1002	13
SRR1383456.1000	6
SRR1383456.1004	7
SRR1383456.1008	8
SRR1383456.1006	5
SRR1383456.1007	10
SRR1383456.1011	21
SRR1383456.1009	16
SRR1383456.1010	22
SRR1383456.1005	10
SRR1383456.1012	5
SRR1383456.1013	8
SRR1383456.1014	16
SRR1383456.1015	12
SRR1383456.1016	10
SRR1383456.1017	7
SRR1383456.1018	4
SRR1383456.1019	7
SRR1383456.1020	8
SRR1383456.1021	26
SRR1383456.1022	6
SRR1383456.1023	8
SRR1383456.1024	14
SRR1383456.1025	6
SRR1383456.1026	14
SRR1383456.1028	5
SRR1383456.1027	6
SRR1383456.1029	4
SRR1383456.1030	7
SRR1383456.1031	10
SRR1383456.1032	28
SRR1383456.1033	10
SRR1383456.1034	13
SRR1383456.1035	22
SRR1383456.1036	6
SRR1383456.1037	9
SRR1383456.1040	4
SRR1383456.1039	14
SRR1383456.1038	12
SRR1383456.1041	5
SRR1383456.1043	24
SRR1383456.1042	6
SRR1383456.1044	20
SRR1383456.1047	4
SRR1383456.1046	8
SRR1383456.1045	19
SRR1383456.1048	6
SRR1383456.1049	30
SRR1383456.1050	11
SRR1383456.1051	10
SRR1383456.1052	6
SRR1383456.1053	9
SRR1383456.1054	3
SRR1383456.1056	6
SRR1383456.1057	25
SRR1383456.1055	8
SRR1383456.1058	12
SRR1383456.1059	9
SRR1383456.1060	5
SRR1383456.1061	17
SRR1383456.1062	14
SRR1383456.1063	14
SRR1383456.1064	13
SRR1383456.1065	12
SRR1383456.1066	8
SRR1383456.1067	8
SRR1383456.1068	6
SRR1383456.1070	20
SRR1383456.1069	18
SRR1383456.1071	7
SRR1383456.1072	11
SRR1383456.1073	20
SRR1383456.1074	26
SRR1383456.1075	5
SRR1383456.1076	8
SRR1383456.1077	7
SRR1383456.1078	7
SRR1383456.1079	6
SRR1383456.1080	19
SRR1383456.1081	7
SRR1383456.1082	6
SRR1383456.1083	10
SRR1383456.1084	7
SRR1383456.1086	6
SRR1383456.1085	24
SRR1383456.1087	25
SRR1383456.1089	20
SRR1383456.1088	6
SRR1383456.1090	3
SRR1383456.1093	10
SRR1383456.1092	8
SRR1383456.1091	7
SRR1383456.1094	10
SRR1383456.1095	17
SRR1383456.1096	7
SRR1383456.1097	24
SRR1383456.1098	5
SRR1383456.1102	20
SRR1383456.1100	13
SRR1383456.1099	21
SRR1383456.1103	10
SRR1383456.1101	11
SRR1383456.1104	6
SRR1383456.1105	6
SRR1383456.1106	5
SRR1383456.1107	23
SRR1383456.1108	6
SRR1383456.1111	5
SRR1383456.1112	5
SRR1383456.1113	14
SRR1383456.1109	9
SRR1383456.1110	6
SRR1383456.1114	14
SRR1383456.1115	3
SRR1383456.1116	5
SRR1383456.1117	11
SRR1383456.1118	12
SRR1383456.1119	24
SRR1383456.1120	6
SRR1383456.1121	33
SRR1383456.1122	6
SRR1383456.1123	28
SRR1383456.1124	15
SRR1383456.1125	5
SRR1383456.1126	11
SRR1383456.1127	7
SRR1383456.1129	7
SRR1383456.1128	15
SRR1383456.1130	13
SRR1383456.1131	7
SRR1383456.1133	7
SRR1383456.1132	10
SRR1383456.1134	3
SRR1383456.1135	11
SRR1383456.1136	9
SRR1383456.1137	13
SRR1383456.1139	5
SRR1383456.1138	13
SRR1383456.1140	18
SRR1383456.1141	8
SRR1383456.1142	8
SRR1383456.1143	6
SRR1383456.1144	9
SRR1383456.1145	15
SRR1383456.1146	16
SRR1383456.1147	17
SRR1383456.1151	15
SRR1383456.1149	22
SRR1383456.1148	17
SRR1383456.1150	15
SRR1383456.1152	21
SRR1383456.1153	26
SRR1383456.1154	13
SRR1383456.1156	6
SRR1383456.1155	8
SRR1383456.1159	5
SRR1383456.1158	6
SRR1383456.1157	5
SRR1383456.1160	5
SRR1383456.1161	4
SRR1383456.1162	5
SRR1383456.1163	12
SRR1383456.1164	21
SRR1383456.1165	25
SRR1383456.1166	12
SRR1383456.1167	8
SRR1383456.1168	9
SRR1383456.1169	6
SRR1383456.1171	3
SRR1383456.1173	18
SRR1383456.1172	2
SRR1383456.1170	17
SRR1383456.1174	7
SRR1383456.1176	8
SRR1383456.1175	5
SRR1383456.1177	7
SRR1383456.1178	5
SRR1383456.1179	18
SRR1383456.1180	23
SRR1383456.1181	21
SRR1383456.1182	18
SRR1383456.1183	18
SRR1383456.1184	7
SRR1383456.1187	6
SRR1383456.1185	4
SRR1383456.1188	25
SRR1383456.1186	5
SRR1383456.1189	9
SRR1383456.1190	12
SRR1383456.1191	18
SRR1383456.1192	14
SRR1383456.1193	6
SRR1383456.1194	13
SRR1383456.1195	11
SRR1383456.1196	19
SRR1383456.1197	11
SRR1383456.1198	2
SRR1383456.1199	12
SRR1383456.1200	7
SRR1383456.1201	8
SRR1383456.1202	20
SRR1383456.1203	6
SRR1383456.1204	11
SRR1383456.1205	19
SRR1383456.1206	4
SRR1383456.1207	6
SRR1383456.1211	11
SRR1383456.1209	7
SRR1383456.1210	16
SRR1383456.1208	4
SRR1383456.1212	27
SRR1383456.1213	12
SRR1383456.1214	5
SRR1383456.1215	9
SRR1383456.1216	6
SRR1383456.1217	15
SRR1383456.1218	25
SRR1383456.1220	10
SRR1383456.1222	25
SRR1383456.1221	3
SRR1383456.1219	9
SRR1383456.1223	5
SRR1383456.1224	2
SRR1383456.1226	9
SRR1383456.1225	21
SRR1383456.1230	7
SRR1383456.1228	16
SRR1383456.1229	22
SRR1383456.1227	5
SRR1383456.1232	14
SRR1383456.1231	8
SRR1383456.1233	12
SRR1383456.1234	3
SRR1383456.1235	5
SRR1383456.1236	8
SRR1383456.1237	13
SRR1383456.1238	8
SRR1383456.1242	11
SRR1383456.1240	17
SRR1383456.1241	11
SRR1383456.1239	5
SRR1383456.1243	4
SRR1383456.1244	18
SRR1383456.1245	16
SRR1383456.1246	3
SRR1383456.1247	18
SRR1383456.1248	14
