sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper	subject_id
SRR1383452	0	678.92	11.5959445345449	656.192366345568	701.647633654432	1	0.966523841314983	1.03347615868502	M4
SRR1383452	0.1	670.010656394876	12.0571916523986	646.378995001478	693.642317788275	0.986877181987386	0.952069455902725	1.02168490807205	M4
SRR1383452	0.2	660.494359855253	12.5644301102761	635.868529352841	685.120190357665	0.972860366251183	0.936588301055855	1.00913243144651	M4
SRR1383452	0.3	650.320793838302	13.1256042435301	624.595082245657	676.046505430947	0.95787544016718	0.919983329767361	0.995767550566999	M4
SRR1383452	0.4	639.437108706432	13.7501121788887	612.487384052425	666.386833360439	0.941844560046003	0.902149567036506	0.981539553055499	M4
SRR1383452	0.5	627.788827808516	14.4489052410971	599.469493919933	656.108161697098	0.924687485725145	0.88297515748532	0.966399813964971	M4
SRR1383452	0.6	615.321259826438	15.234465234965	585.462256642179	645.180263010697	0.906323660853176	0.862343511226918	0.950303810479434	M4
SRR1383452	0.7	601.981562616187	16.12057065742	570.38582471741	633.577300514963	0.886675252778216	0.840137018672908	0.933213486883525	M4
SRR1383452	0.8	587.721608815282	17.1217374135969	554.16362013188	621.279597498684	0.865671373380196	0.816242885953986	0.915099860806405	M4
SRR1383452	0.9	572.501783154283	18.2522053862546	536.728117958796	608.27544834977	0.843253672235732	0.790561653742409	0.895945690729055	M4
SRR1383452	1	556.312481263554	19.5230092705367	518.04808622346	594.576876303647	0.819408002803797	0.763047319600926	0.875768686006669	M4
SRR1383452	1.1	539.096330451932	20.9465023486758	498.041940246444	580.15072065742	0.794049859264615	0.733579715204213	0.854520003325017	M4
SRR1383452	1.2	520.921628723648	22.5201367636335	476.78297174001	565.060285707286	0.767279839633017	0.702266793937445	0.83229288532859	M4
SRR1383452	1.3	501.821846905616	24.2368873670465	454.318420568851	549.325273242381	0.739147244013457	0.669178136700718	0.809116351326197	M4
SRR1383452	1.4	481.884903631127	26.075721516201	430.777428588477	532.992378673777	0.709781570186659	0.634503960096148	0.785059180277171	M4
SRR1383452	1.5	461.240249875	28.0011275367023	406.359048376551	516.12145137345	0.679373490065104	0.598537454157413	0.760209525972795	M4
SRR1383452	1.6	440.059337750842	29.9631127017915	381.332715990615	498.785959511068	0.648175540197434	0.561675478687644	0.734675601707223	M4
SRR1383452	1.7	418.551608214063	31.8996767086265	356.029390746684	481.073825681442	0.616496211945535	0.524405512794856	0.708586911096215	M4
SRR1383452	1.8	396.955455121395	33.7419120108726	330.822522810565	463.088387432225	0.584686642198484	0.487277621532088	0.68209566286488	M4
SRR1383452	1.9	375.524635831756	35.4211235421868	306.100509397126	444.948762266386	0.55312059717162	0.450863885873337	0.655377308469903	M4
SRR1383452	2	354.511746363194	36.8766232984642	282.234892826754	426.788599899635	0.522170132509271	0.415711560753482	0.628628704265061	M4
SRR1383452	2.1	334.15125027082	38.0624959450466	259.550129056827	408.752371484813	0.492180596050816	0.38229854630417	0.602062645797462	M4
SRR1383452	2.2	314.644770923439	38.9518713189251	238.300506007907	390.989035838971	0.463448964419135	0.350999390219624	0.575898538618645	M4
SRR1383452	2.3	296.150807117358	39.5379943135075	218.657762241933	373.643851992782	0.436208694864428	0.322067050966143	0.550350338762714	M4
SRR1383452	2.4	278.77992770841	39.8323022589009	200.710049859651	356.849805557169	0.410622647305146	0.295631370205106	0.525613924405186	M4
SRR1383452	2.5	262.595270838011	39.8604158489694	184.470291365242	340.720250310781	0.386783819651817	0.271711381849469	0.501856257454164	M4
SRR1383452	2.6	247.6172262435	39.6572155607252	169.890512017337	325.343940469663	0.364722244511135	0.250236422579004	0.479208066443267	M4
SRR1383452	2.7	233.830725435341	39.262044081776	156.878533075636	310.782917795046	0.344415727089113	0.231070719783827	0.457760734394399	M4
SRR1383452	2.8	221.193583865197	38.7147224489847	145.314122193723	297.073045536672	0.325802132600597	0.214037179923589	0.437567085277605	M4
SRR1383452	2.9	209.64466653832	38.0526804370077	135.062783366573	284.226549710067	0.308791413625051	0.198937700121624	0.418645127128479	M4
SRR1383452	3	199.11108987979	37.3091993715847	125.98640281946	272.235776940121	0.293276217934058	0.185568848788458	0.400983587079657	M4
SRR1383452	3.1	189.514083132834	36.512587499452	117.950726651541	261.077439614127	0.279140521906608	0.173732879649356	0.384548164163859	M4
SRR1383452	3.2	180.773439568811	35.6860400057197	110.830086406745	250.716792730878	0.266266186839114	0.163244692168069	0.36928768151016	M4
SRR1383452	3.3	172.810677505518	34.8479414484572	104.509967331182	241.111387679855	0.25453761489648	0.153935614404027	0.355139615388934	M4
SRR1383452	3.4	165.551122778506	34.0124115594848	98.8880210945619	232.21422446245	0.243844816441563	0.145654894677667	0.342034738205459	M4
SRR1383452	3.5	158.925148154916	33.1899496810145	93.8740421314304	223.976254178401	0.234085235602008	0.138269666722781	0.329900804481236	M4
SRR1383452	3.6	152.868789514285	32.3880834343571	89.3893124546665	216.348266573903	0.225164657859961	0.131663984644239	0.318665331075683	M4
SRR1383452	3.7	147.323924561175	31.6119671079087	85.3656075492088	209.28224157314	0.216997473282824	0.125737358671432	0.308257587894215	M4
SRR1383452	3.8	142.238160835061	30.8649036149477	81.7440613634636	202.732260306659	0.209506511569936	0.120403083372803	0.29860993976707	M4
SRR1383452	3.9	137.564543198241	30.1487822382541	78.474015833522	196.65507056296	0.202622611203442	0.11558654308832	0.289658679318565	M4
SRR1383452	4	133.261160050766	29.4644351472877	75.5119283372659	191.010391764266	0.1962840394314	0.111223602688484	0.281344476174315	M4
SRR1383453	0	646.345	11.4797604285755	623.845083008844	668.844916991156	1	0.965188998149354	1.03481100185065	M4
SRR1383453	0.1	636.33527124901	11.8907289490876	613.02987075887	659.640671739149	0.984513334595316	0.948456119810427	1.02057054938021	M4
SRR1383453	0.2	625.717815859354	12.3353864756574	601.540902631683	649.894729087025	0.968086418026524	0.930680832421822	1.00549200363123	M4
SRR1383453	0.3	614.460006919472	12.8181582641237	589.336878373656	639.583135465289	0.950668771197228	0.911799237827562	0.989538304566894	M4
SRR1383453	0.4	602.531722459258	13.3438747178327	576.378208598091	628.685236320425	0.932213790559621	0.891750084858847	0.972677496260395	M4
SRR1383453	0.5	589.906990278613	13.9176245344146	562.628947440809	617.185033116417	0.912681292929647	0.870477759464078	0.954884826395217	M4
SRR1383453	0.6	576.566007474157	14.5444941745783	548.05932271863	605.072692229683	0.892040640020665	0.847936199272262	0.936145080769067	M4
SRR1383453	0.7	562.497532009908	15.2291621061396	532.648922767152	592.346141252664	0.870274438589156	0.824093824145235	0.916455053033076	M4
SRR1383453	0.8	547.701597529776	15.9753249009743	516.39053608254	579.012658977011	0.847382740687676	0.79893947672302	0.895826004652332	M4
SRR1383453	0.9	532.192436849409	16.7849534878677	499.294532531008	565.09034116781	0.823387566778437	0.772489200861782	0.874285932695093	M4
SRR1383453	1	516.017931794752	17.6565116989266	481.411804772246	550.624058817258	0.798362997771704	0.744821735717373	0.851904259826034	M4
SRR1383453	1.1	499.179681347466	18.5885425897526	462.746807346462	535.61255534847	0.772311507550095	0.71594397318222	0.828679041917969	M4
SRR1383453	1.2	481.800148586248	19.5698071780992	443.44403133278	520.156265839716	0.745422566255248	0.686079464268742	0.804765668241753	M4
SRR1383453	1.3	463.958373987662	20.5877650411565	423.607095984823	504.309651990502	0.71781846225725	0.655388524680817	0.780248399833683	M4
SRR1383453	1.4	445.771894533325	21.6240063158297	403.389620952833	488.154168113818	0.689681044230752	0.624108828803244	0.75525325965826	M4
SRR1383453	1.5	427.377695484231	22.6557626186267	382.973216709434	471.782174259029	0.661222250476497	0.592521357339245	0.729923143613749	M4
SRR1383453	1.6	408.927692063466	23.6572413409985	362.560351061537	455.295033065395	0.63267711835547	0.560939360653423	0.704414876057516	M4
SRR1383453	1.7	390.582411713816	24.6015920479674	342.364177337453	438.800646090179	0.604294009722077	0.529692621336056	0.678895398108099	M4
SRR1383453	1.8	372.503402015942	25.4632407792431	322.596367158954	422.41043687293	0.576322864748612	0.499108629538333	0.653537099958891	M4
SRR1383453	1.9	354.845173182279	26.2202058095925	303.454514128249	406.235832236308	0.549002735663274	0.469493094443756	0.628512376882791	M4
SRR1383453	2	337.747623940981	26.8559864421052	285.110857745159	390.384390136804	0.522550068370578	0.441112498348652	0.603987638392505	M4
SRR1383453	2.1	321.329841938738	27.3607106968452	267.703834381502	374.955849495975	0.497149110674234	0.414181024656339	0.58011719669213	M4
SRR1383453	2.2	305.685923581166	27.7314060782437	251.333366427154	360.038480735179	0.472945444895785	0.388853269426009	0.557037620365562	M4
SRR1383453	2.3	290.883094264919	27.9714548738808	236.060050116926	345.706138412913	0.450043079570383	0.365222984809855	0.534863174330912	M4
SRR1383453	2.4	276.962031272409	28.0894467813058	221.907727235395	332.016335309423	0.428504949017025	0.343327057895389	0.513682840138662	M4
SRR1383453	2.5	263.938992142977	28.0977110215503	208.868490492724	319.00949379323	0.408356206272156	0.323153254829424	0.493559157714889	M4
SRR1383453	2.6	251.809184616738	28.0107984968893	196.909028384627	306.70934084885	0.389589436936525	0.304650037340161	0.474528836532889	M4
SRR1383453	2.7	240.550784784087	27.8441188275772	185.977314700782	295.124254867392	0.372170875900777	0.287736912486029	0.456604839315524	M4
SRR1383453	2.8	230.129085562715	27.6128513481925	176.0088914098	284.249279715631	0.356046825708739	0.272314153292436	0.439779498125042	M4
SRR1383453	2.9	220.500390357186	27.3311704129834	166.932280692412	274.068500021961	0.341149680677017	0.258271172040338	0.424028189313695	M4
SRR1383453	3	211.615412528937	27.0117680674889	158.673319957909	264.557505099964	0.327403186423561	0.245493227236088	0.409313145611035	M4
SRR1383453	3.1	203.422069774186	26.6656243711011	151.158406381554	255.685733166817	0.314726763221168	0.233866443434317	0.395587083008018	M4
SRR1383453	3.2	195.867659034551	26.3019634749118	144.316757901036	247.418560168066	0.303038870935106	0.22328130936425	0.382796432505962	M4
SRR1383453	3.3	188.900459820888	25.9283353453524	138.08185636492	239.719063276855	0.292259489623788	0.213634910713195	0.370884068534382	M4
SRR1383453	3.4	182.470846737526	25.5507723553652	132.392253143829	232.549440331223	0.28231184079327	0.204832176537033	0.359791505049507	M4
SRR1383453	3.5	176.532003315584	25.1739819854923	127.191905276559	225.872101354609	0.273123491812553	0.196786399332492	0.349460584292614	M4
SRR1383453	3.6	171.040326726321	24.8015485590001	122.43018478986	219.650468662783	0.264626982070444	0.189419249456343	0.339834714684546	M4
SRR1383453	3.7	165.955602828425	24.4361267681595	118.061674441177	213.849531215672	0.256760093801955	0.182660459106479	0.330859728497432	M4
SRR1383453	3.8	161.241017758319	24.0796172570229	114.045835173045	208.436200343593	0.249465870020375	0.176447307820197	0.322484432220552	M4
SRR1383453	3.9	156.863058698379	23.7333198228025	110.346606612115	203.379510784642	0.242692460989686	0.170724004381739	0.314660917597633	M4
SRR1383453	4	152.791344087767	23.3980632625297	106.931982785219	198.650705390315	0.236392861533341	0.165441030386588	0.307344692680094	M4
