sample_id	subject_id	clone_id	seq_count	seq_freq
SRR1383452	M4	272	2	0.00222469410456062
SRR1383452	M4	343	2	0.00222469410456062
SRR1383452	M4	391	2	0.00222469410456062
SRR1383452	M4	406	2	0.00222469410456062
SRR1383452	M4	414	2	0.00222469410456062
SRR1383452	M4	415	2	0.00222469410456062
SRR1383452	M4	446	2	0.00222469410456062
SRR1383452	M4	47	2	0.00222469410456062
SRR1383452	M4	641	2	0.00222469410456062
SRR1383452	M4	658	2	0.00222469410456062
SRR1383452	M4	673	2	0.00222469410456062
SRR1383452	M4	69	2	0.00222469410456062
SRR1383452	M4	744	2	0.00222469410456062
SRR1383452	M4	915	2	0.00222469410456062
SRR1383452	M4	930	2	0.00222469410456062
SRR1383453	M4	1027	2	0.00207253886010363
SRR1383453	M4	1032	2	0.00207253886010363
SRR1383453	M4	1064	2	0.00207253886010363
SRR1383453	M4	1110	2	0.00207253886010363
SRR1383453	M4	1133	2	0.00207253886010363
SRR1383453	M4	1164	2	0.00207253886010363
SRR1383453	M4	1178	2	0.00207253886010363
SRR1383453	M4	1186	2	0.00207253886010363
SRR1383453	M4	1191	2	0.00207253886010363
SRR1383453	M4	1214	2	0.00207253886010363
SRR1383453	M4	1244	2	0.00207253886010363
SRR1383453	M4	1354	2	0.00207253886010363
SRR1383453	M4	1377	2	0.00207253886010363
SRR1383453	M4	1387	2	0.00207253886010363
SRR1383453	M4	1393	2	0.00207253886010363
SRR1383453	M4	1412	2	0.00207253886010363
SRR1383453	M4	1566	2	0.00207253886010363
SRR1383453	M4	1628	2	0.00207253886010363
SRR1383453	M4	1634	2	0.00207253886010363
SRR1383453	M4	1673	2	0.00207253886010363
SRR1383453	M4	1693	2	0.00207253886010363
SRR1383453	M4	1696	2	0.00207253886010363
SRR1383453	M4	1702	2	0.00207253886010363
SRR1383453	M4	1704	2	0.00207253886010363
SRR1383453	M4	1765	2	0.00207253886010363
SRR1383453	M4	1826	2	0.00207253886010363
SRR1383453	M4	1830	2	0.00207253886010363
SRR1383453	M4	1869	2	0.00207253886010363
SRR1383453	M4	1926	2	0.00207253886010363
SRR1383453	M4	1966	2	0.00207253886010363
SRR1383453	M4	2037	2	0.00207253886010363
SRR1383453	M4	2042	2	0.00207253886010363
SRR1383453	M4	2067	2	0.00207253886010363
SRR1383453	M4	2092	2	0.00207253886010363
SRR1383453	M4	2173	2	0.00207253886010363
SRR1383453	M4	2176	2	0.00207253886010363
SRR1383453	M4	2193	2	0.00207253886010363
SRR1383453	M4	2205	2	0.00207253886010363
SRR1383453	M4	2241	2	0.00207253886010363
SRR1383453	M4	226	2	0.00207253886010363
SRR1383453	M4	2287	2	0.00207253886010363
SRR1383453	M4	2303	2	0.00207253886010363
SRR1383453	M4	2316	2	0.00207253886010363
SRR1383453	M4	2339	2	0.00207253886010363
SRR1383453	M4	2345	2	0.00207253886010363
SRR1383453	M4	2350	2	0.00207253886010363
SRR1383453	M4	2357	2	0.00207253886010363
SRR1383453	M4	2374	2	0.00207253886010363
SRR1383453	M4	238	2	0.00207253886010363
SRR1383453	M4	2449	2	0.00207253886010363
SRR1383453	M4	2452	2	0.00207253886010363
SRR1383453	M4	253	2	0.00207253886010363
SRR1383453	M4	254	2	0.00207253886010363
SRR1383453	M4	264	2	0.00207253886010363
SRR1383453	M4	384	2	0.00207253886010363
SRR1383453	M4	385	2	0.00207253886010363
SRR1383453	M4	406	2	0.00207253886010363
SRR1383453	M4	414	2	0.00207253886010363
SRR1383453	M4	415	2	0.00207253886010363
SRR1383453	M4	432	2	0.00207253886010363
SRR1383453	M4	433	2	0.00207253886010363
SRR1383453	M4	446	2	0.00207253886010363
SRR1383453	M4	524	2	0.00207253886010363
SRR1383453	M4	553	2	0.00207253886010363
SRR1383453	M4	592	2	0.00207253886010363
SRR1383453	M4	615	2	0.00207253886010363
SRR1383453	M4	654	2	0.00207253886010363
SRR1383453	M4	658	2	0.00207253886010363
SRR1383453	M4	692	2	0.00207253886010363
SRR1383453	M4	930	2	0.00207253886010363
SRR1383453	M4	97	2	0.00207253886010363
SRR1383456	M4	404	2	0.333333333333333
SRR1383451	M4	1	1	0.000368052999631947
SRR1383451	M4	10	1	0.000368052999631947
SRR1383451	M4	100	1	0.000368052999631947
SRR1383451	M4	1000	1	0.000368052999631947
SRR1383451	M4	1002	1	0.000368052999631947
SRR1383451	M4	1003	1	0.000368052999631947
SRR1383451	M4	1005	1	0.000368052999631947
SRR1383451	M4	1006	1	0.000368052999631947
SRR1383451	M4	1007	1	0.000368052999631947
SRR1383451	M4	1008	1	0.000368052999631947
SRR1383451	M4	1009	1	0.000368052999631947
SRR1383451	M4	101	1	0.000368052999631947
SRR1383451	M4	1010	1	0.000368052999631947
SRR1383451	M4	1011	1	0.000368052999631947
SRR1383451	M4	1012	1	0.000368052999631947
SRR1383451	M4	1015	1	0.000368052999631947
SRR1383451	M4	1016	1	0.000368052999631947
SRR1383451	M4	1017	1	0.000368052999631947
SRR1383451	M4	1019	1	0.000368052999631947
SRR1383451	M4	1022	1	0.000368052999631947
SRR1383451	M4	1023	1	0.000368052999631947
SRR1383451	M4	1025	1	0.000368052999631947
SRR1383451	M4	1026	1	0.000368052999631947
SRR1383451	M4	1028	1	0.000368052999631947
SRR1383451	M4	1029	1	0.000368052999631947
SRR1383451	M4	1031	1	0.000368052999631947
SRR1383451	M4	1033	1	0.000368052999631947
SRR1383451	M4	1034	1	0.000368052999631947
SRR1383451	M4	1035	1	0.000368052999631947
SRR1383451	M4	1036	1	0.000368052999631947
SRR1383451	M4	1037	1	0.000368052999631947
SRR1383451	M4	1039	1	0.000368052999631947
SRR1383451	M4	1040	1	0.000368052999631947
SRR1383451	M4	1041	1	0.000368052999631947
SRR1383451	M4	1042	1	0.000368052999631947
SRR1383451	M4	1044	1	0.000368052999631947
SRR1383451	M4	1045	1	0.000368052999631947
SRR1383451	M4	1048	1	0.000368052999631947
SRR1383451	M4	105	1	0.000368052999631947
SRR1383451	M4	1051	1	0.000368052999631947
SRR1383451	M4	1053	1	0.000368052999631947
SRR1383451	M4	1054	1	0.000368052999631947
SRR1383451	M4	1057	1	0.000368052999631947
SRR1383451	M4	1058	1	0.000368052999631947
SRR1383451	M4	106	1	0.000368052999631947
SRR1383451	M4	1060	1	0.000368052999631947
SRR1383451	M4	1061	1	0.000368052999631947
SRR1383451	M4	1063	1	0.000368052999631947
SRR1383451	M4	1068	1	0.000368052999631947
SRR1383451	M4	1069	1	0.000368052999631947
SRR1383451	M4	107	1	0.000368052999631947
SRR1383451	M4	1070	1	0.000368052999631947
SRR1383451	M4	1071	1	0.000368052999631947
SRR1383451	M4	1073	1	0.000368052999631947
SRR1383451	M4	1075	1	0.000368052999631947
SRR1383451	M4	1076	1	0.000368052999631947
SRR1383451	M4	1077	1	0.000368052999631947
SRR1383451	M4	1078	1	0.000368052999631947
SRR1383451	M4	108	1	0.000368052999631947
SRR1383451	M4	1081	1	0.000368052999631947
SRR1383451	M4	1082	1	0.000368052999631947
SRR1383451	M4	1084	1	0.000368052999631947
SRR1383451	M4	1085	1	0.000368052999631947
SRR1383451	M4	1086	1	0.000368052999631947
SRR1383451	M4	1087	1	0.000368052999631947
SRR1383451	M4	1088	1	0.000368052999631947
SRR1383451	M4	1089	1	0.000368052999631947
SRR1383451	M4	109	1	0.000368052999631947
SRR1383451	M4	1090	1	0.000368052999631947
