sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper	subject_id
SRR1383463	0	63.145	1.38693653958071	60.4266543335792	65.8633456664208	1	0.956950737723956	1.04304926227604	M5
SRR1383463	0.1	63.0862942856078	1.43121846394077	60.2811576422752	65.8914309289405	0.999070303042328	0.954646569677333	1.04349403640732	M5
SRR1383463	0.2	63.0249885085024	1.47757799686738	60.1289888502935	65.9209881667113	0.99809943001825	0.95223673846375	1.04396212157275	M5
SRR1383463	0.3	62.9609601243721	1.52613079008051	59.9697987401166	65.9521215086275	0.997085440246608	0.949715713676722	1.04445516681649	M5
SRR1383463	0.4	62.8940821913613	1.5769988430685	59.8032212552857	65.9849431274369	0.996026323404249	0.947077698238748	1.04497494856975	M5
SRR1383463	0.5	62.8242235328781	1.63031056503081	59.6288735418025	66.0195735239536	0.994920002104332	0.944316629056973	1.04552337515169	M5
SRR1383463	0.6	62.7512489736803	1.68620073695024	59.4463562585529	66.0561416888076	0.99376433563513	0.941426181939233	1.04610248933103	M5
SRR1383463	0.7	62.6750196612351	1.74481034418205	59.2552542267854	66.0947850956849	0.992557125049254	0.938399781879569	1.04671446821894	M5
SRR1383463	0.8	62.5953934852751	1.80628624486407	59.0551374995714	66.1356494709788	0.991296119807983	0.935230619994797	1.04736161962117	M5
SRR1383463	0.9	62.5122256091873	1.87078063431971	58.8455629429457	66.1788882754289	0.989979026196647	0.931911678564346	1.04804637382895	M5
SRR1383463	1	62.4254578754816	1.93838095204517	58.6263010211546	66.2246147298086	0.988604923200279	0.928439322529965	1.04877052387059	M5
SRR1383463	1.1	62.3346758615041	2.00945534409075	58.3962157585447	66.2731359644635	0.987167247786904	0.924795561937519	1.04953893363629	M5
SRR1383463	1.2	62.2399973115284	2.08395814569846	58.1555144006705	66.3244802223862	0.98566786462156	0.920983678845048	1.05035205039807	M5
SRR1383463	1.3	62.1411857680226	2.16212114038832	57.9035062026489	66.3788653333964	0.984103029028785	0.916992734225178	1.05121332383239	M5
SRR1383463	1.4	62.0380955990039	2.24410474152962	57.6397311280702	66.4364600699375	0.982470434697978	0.912815442680659	1.0521254267153	M5
SRR1383463	1.5	61.9305847125474	2.3300645423426	57.3637421279021	66.4974272971927	0.980767831380907	0.9084447244897	1.05309093827211	M5
SRR1383463	1.6	61.818516194501	2.42014804967649	57.0751131798802	66.5619192091217	0.978993050827476	0.903873832922324	1.05411226873263	M5
SRR1383463	1.7	61.7017601120155	2.51449090949067	56.7734484899604	66.6300717340706	0.977144035347462	0.899096499959781	1.05519157073514	M5
SRR1383463	1.8	61.580195464575	2.6132126538025	56.4583927791778	66.7019981499723	0.975218868708133	0.894107099203069	1.0563306382132	M5
SRR1383463	1.9	61.4537122535587	2.71641203766691	56.1296424925605	66.7777820145569	0.973215808908999	0.888900823383649	1.05753079443435	M5
SRR1383463	2	61.3222136296895	2.82416208058439	55.7869576652404	66.8574695941386	0.971133322190031	0.883473872281897	1.05879277209816	M5
SRR1383463	2.1	61.1856180657439	2.93650497687851	55.4301740706393	66.9410620608484	0.968970117439922	0.877823645112667	1.06011658976718	M5
SRR1383463	2.2	61.0438614906531	3.05344708954196	55.0592151664522	67.028507814854	0.966725179992922	0.871948929708642	1.0615014302772	M5
SRR1383463	2.3	60.8968993118826	3.17495428557619	54.6741032595922	67.1196953641731	0.964397803656388	0.865850079334741	1.06294552797804	M5
SRR1383463	2.4	60.7447082471435	3.30094790045087	54.2749692474167	67.2144472468703	0.961987619718798	0.859529166955685	1.06444607248191	M5
SRR1383463	2.5	60.5872878853812	3.43130162726039	53.8620602758572	67.3125154949053	0.959494621670461	0.852990106514486	1.06599913682644	M5
